,id,summary,risk,category,variance
2812,53373,23.45.50 J0067987 *IEF099I JOB G01S023B WAITING FOR DATA SETS,4,3,-0.810464083
2822,53383,02.29.47 CP2D J0020265 *IEF099I JOB C4CARD01 WAITING FOR DATA SETS,4,3,-0.794383703
2856,53417,22.08.55 J0103307 *IEF099I JOB G01S663B WAITING FOR DATA SETS,4,3,-0.780951808
2859,53420,01.24.19 CP2B J0058506 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,4,3,-0.772401915
2863,53424,02.40.56 CP2B J0089480 *IEF099I JOB C4CARD00 WAITING FOR DATA SETS,4,3,-0.802467179
2864,53425,02.39.04 CP3B J0088325 *IEF099I JOB DEDPIN31 WAITING FOR DATA SETS,4,3,-0.809681442
2869,53430,04.28.03 J0136267 *IEF099I JOB G0FSP050 WAITING FOR DATA SETS,4,3,-0.815961743
2908,53469,22.20.50 J0193289 *IEF099I JOB G01S663B WAITING FOR DATA SETS,4,3,-0.783170278
2910,53471,23.18.05 J0001864 *IEF099I JOB EC046500 WAITING FOR DATA SETS,4,3,-0.812104926
2911,53472,00.37.15 J0005005 *IEF099I JOB SA040000 WAITING FOR DATA SETS,4,3,-0.789252108
2928,53489,05.26.43 J0027995 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,4,3,-0.770411394
3944,54505,23.55.31 J0111415 *IEF099I JOB G01S663B WAITING FOR DATA SETS,4,3,-0.782584963
3947,54508,01.38.53 CP2D J0196877 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,4,3,-0.776772774
3956,54517,03.11.02 CP2A J0028068 *IEF099I JOB C4CARD01 WAITING FOR DATA SETS,4,3,-0.770482866
3975,54536,08.13.44 J0136476 *IEF099I JOB G00S077B WAITING FOR DATA SETS,4,3,-0.802776342
3982,54543,20.00.08 J0196300 *IEF099I JOB G0GETPHX WAITING FOR DATA SETS,4,3,-0.813424391
3987,54548,21.12.46 J0197775 *IEF099I JOB NA100009 WAITING FOR DATA SETS,4,3,-0.790558087
3996,54557,00.34.48 J0010188 *IEF099I JOB SA060000 WAITING FOR DATA SETS,4,3,-0.797358807
3999,54560,01.31.26 CP2A J0066265 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,4,3,-0.773927809
4004,54565,02.59.17 CP2A J0097352 *IEF099I JOB C4CARD01 WAITING FOR DATA SETS,4,3,-0.784970841
4005,54566,*02.59.17 CP2A J0097352 *IEF099I JOB C4CARD01 WAITING FOR DATA SETS,4,3,-0.784970841
4012,54573,04.46.37 J0032344 *IEF099I JOB G01S506B WAITING FOR DATA SETS,4,3,-0.776279221
4013,54574,04.31.52 CP3D J0039268 *IEF099I JOB DEDPG1U4 WAITING FOR DATA SETS,4,3,-0.815837182
4018,54579,05.53.36 J0033665 *IEF099I JOB A01M9258 WAITING FOR DATA SETS,4,3,-0.816699446
4030,54591,07.30.10 J0034782 *IEF099I JOB G01S260B WAITING FOR DATA SETS,4,3,-0.811484742
4032,54593,07.30.06 J0034775 *IEF099I JOB G01S192B WAITING FOR DATA SETS,4,3,-0.80467213
4033,54594,07.30.04 J0034769 *IEF099I JOB G01S310B WAITING FOR DATA SETS,4,3,-0.815362657
4070,54631,07.03.52 J0034350 *IEF099I JOB G0FSP008 WAITING FOR DATA SETS,4,3,-0.786441499
4077,54638,14.01.47 J0059798 *IEF099I JOB IXTEMP   WAITING FOR DATA SETS,4,3,-0.809154194
4100,54661,23.48.03 J0112522 *IEF099I JOB G01S663B WAITING FOR DATA SETS,4,3,-0.775569828
4101,54662,00.34.49 J0112782 *IEF099I JOB SA060000 WAITING FOR DATA SETS,4,3,-0.796539375
4107,54668,03.37.56 J0133080 *IEF099I JOB G01S506B WAITING FOR DATA SETS,4,3,-0.772998111
4122,54683,06.32.06 J0137184 *IEF099I JOB G0FSP008 WAITING FOR DATA SETS,4,3,-0.804059993
4136,54697,10.20.18 J0146911 *IEF099I JOB G01S583B WAITING FOR DATA SETS,4,3,-0.809105553
8,50569,21.12.50 CP1F J0123048 *IEF099I JOB NA100006 WAITING FOR DATA SETS,3,3,-0.762741026
14,50575,23.36.08 CP1E J0134179 *IEF099I JOB G01S663B WAITING FOR DATA SETS,3,3,-0.768925879
16,50577,00.57.41 CP1C J0138187 *IEF099I JOB G01S506B WAITING FOR DATA SETS,3,3,-0.767936082
25,50586,01.44.27 CP2D J0128730 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,3,3,-0.7585919
26,50587,01.41.26 CP1C J0140630 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,3,3,-0.750710002
29,50590,01.05.03 CP1E J0139692 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,3,3,-0.678246892
31,50592,02.15.03 CP3B J0050651 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,3,3,-0.722442428
32,50593,02.12.22 CP1E J0141139 *IEF099I JOB P1CICSDL WAITING FOR DATA SETS,3,3,-0.729778182
42,50603,05.30.23 CP1E J0158482 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,3,3,-0.745171446
86,50647,01.31.36 CP2B J0197486 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,3,3,-0.760474599
88,50649,01.15.59 CP1F J0030696 *IEF099I JOB G01S506B WAITING FOR DATA SETS,3,3,-0.734624877
89,50650,01.05.03 CP3B J0158318 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,3,3,-0.686551547
90,50651,01.05.04 CP1E J0030506 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,3,3,-0.680902213
91,50652,02.15.03 CP3B J0164176 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,3,3,-0.722442428
92,50653,02.13.37 CP1E J0035810 *IEF099I JOB P1CICSDL WAITING FOR DATA SETS,3,3,-0.745635356
98,50659,05.13.32 CP1D J0049712 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,3,3,-0.740050939
140,50701,21.11.01 CP1E J0116478 *IEF099I JOB NA100009 WAITING FOR DATA SETS,3,3,-0.751771417
156,50717,01.42.37 CP1C J0133864 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,3,3,-0.750671122
159,50720,01.05.02 CP3B J0069922 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,3,3,-0.685173902
160,50721,01.05.01 CP1D J0133370 *IEF099I JOB SMFMRGDB WAITING FOR DATA SETS,3,3,-0.733974956
161,50722,01.05.04 CP1E J0133371 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,3,3,-0.692089545
164,50725,02.37.24 CP1E J0143072 *IEF099I JOB P1CICSDL WAITING FOR DATA SETS,3,3,-0.757131651
166,50727,02.15.03 CP3B J0074524 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,3,3,-0.731260326
174,50735,05.17.28 CP1D J0151877 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,3,3,-0.756427027
205,50766,21.12.44 CP1F J0166105 *IEF099I JOB NA100006 WAITING FOR DATA SETS,3,3,-0.762878222
228,50789,00.28.13 CP1D J0178839 *IEF099I JOB G01S506B WAITING FOR DATA SETS,3,3,-0.766604686
242,50803,01.43.31 CP1C J0183696 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,3,3,-0.749853952
243,50804,*01.21.36 CP1E J0179547 *IEF099I JOB SA060000 WAITING FOR DATA SETS,3,3,-0.753156978
244,50805,01.21.36 CP1E J0179547 *IEF099I JOB SA060000 WAITING FOR DATA SETS,3,3,-0.753156978
245,50806,01.15.59 CP2A J0136880 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,3,3,-0.762496613
258,50819,01.05.04 CP3B J0185126 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,3,3,-0.699574792
267,50828,02.05.31 CP1E J0183924 *IEF099I JOB P1CICSDL WAITING FOR DATA SETS,3,3,-0.728777637
310,50871,21.11.22 CP1D J0013769 *IEF099I JOB NA100006 WAITING FOR DATA SETS,3,3,-0.761916288
318,50879,01.57.44 CP1E J0035088 *IEF099I JOB P1CICSDL WAITING FOR DATA SETS,3,3,-0.75084469
320,50881,*01.36.03 CP1C J0031913 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,3,3,-0.717501743
321,50882,01.36.03 CP1C J0031913 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,3,3,-0.717501743
324,50885,02.15.03 CP3A J0104228 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,3,3,-0.747750146
327,50888,05.06.27 CP1F J0048006  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,3,4,-0.676914119
330,50891,05.06.27 CP1D J0048127 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,3,3,-0.753978978
354,50915,21.12.01 CP1E J0089835 *IEF099I JOB NA100009 WAITING FOR DATA SETS,3,3,-0.751855104
363,50924,01.49.23 CP1C J0109681 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,3,3,-0.748108101
366,50927,01.05.04 CP3B J0011444 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,3,3,-0.699574792
367,50928,01.05.04 CP1E J0106701 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,3,3,-0.692089545
370,50931,02.15.40 CP1E J0112826 *IEF099I JOB P1CICSDL WAITING FOR DATA SETS,3,3,-0.740246902
371,50932,02.15.02 CP3B J0017624 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,3,3,-0.742941877
374,50935,05.13.27 CP1D J0124473 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,3,3,-0.764006958
376,50937,05.08.06 CP1E J0124214  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,3,4,-0.668081709
404,50965,21.11.23 CP1E J0169311 *IEF099I JOB NA100006 WAITING FOR DATA SETS,3,3,-0.757243725
413,50974,01.41.44 CP1C J0187409 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,3,3,-0.750797207
414,50975,01.30.10 CP2A J0144652 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,3,3,-0.766124893
416,50977,01.05.04 CP3B J0124765 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,3,3,-0.699574792
423,50984,02.15.02 CP3B J0131034 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,3,3,-0.742941877
424,50985,02.06.22 CP1E J0194583 *IEF099I JOB P1CICSDL WAITING FOR DATA SETS,3,3,-0.738612099
432,50993,05.11.30 CP1E J0004798 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,3,3,-0.746061945
450,51011,21.25.10 CP1F J0056996 *IEF099I JOB NA100006 WAITING FOR DATA SETS,3,3,-0.763650952
472,51033,00.35.47 CP1D J0069416 *IEF099I JOB G01S506B WAITING FOR DATA SETS,3,3,-0.766131121
475,51036,01.35.12 CP1C J0069928 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,3,3,-0.729370859
479,51040,03.58.59 CP3A S0048551  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:21.125.1.6/32 System:CP3D (RouteStatus <> ACTIVE),3,5,-0.716741778
480,51041,03.58.59 CP3A S0048551  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:21.125.1.4/32 System:CP3D (RouteStatus <> ACTIVE),3,5,-0.716741778
482,51043,03.58.59 CP3A S0048551  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:21.125.1.3/32 System:CP3C (RouteStatus <> ACTIVE),3,5,-0.716919313
484,51045,03.58.59 CP3A S0048551  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:21.125.1.6/32 System:CP3B (RouteStatus <> ACTIVE),3,5,-0.719597135
485,51046,03.58.59 CP3A S0048551  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:21.125.1.2/32 System:CP3B (RouteStatus <> ACTIVE),3,5,-0.719597135
486,51047,03.58.59 CP3A S0048551  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:21.125.1.6/32 System:CP3C (RouteStatus <> ACTIVE),3,5,-0.716919313
499,51060,03.57.59 CP3A S0048551  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:21.125.1.6/32 System:CP3C (RouteStatus <> ACTIVE),3,5,-0.723433645
500,51061,03.57.59 CP3A S0048551  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:21.125.1.4/32 System:CP3D (RouteStatus <> ACTIVE),3,5,-0.723257135
501,51062,03.57.59 CP3A S0048551  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:21.125.1.6/32 System:CP3B (RouteStatus <> ACTIVE),3,5,-0.726114135
502,51063,03.57.59 CP3A S0048551  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:21.125.1.6/32 System:CP3D (RouteStatus <> ACTIVE),3,5,-0.723257135
503,51064,03.57.59 CP3A S0048551  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:21.125.1.6/32 System:CP3D (RouteStatus <> ACTIVE) DestinationIPAddr:21.125.1.3/32 System:CP3C (RouteStatus <> ACTIVE),3,5,-0.688824305
505,51066,03.57.59 CP3A S0048551  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:21.125.1.2/32 System:CP3B (RouteStatus <> ACTIVE),3,5,-0.726114135
506,51067,03.57.59 CP3A S0048551  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:21.125.1.3/32 System:CP3C (RouteStatus <> ACTIVE),3,5,-0.723433645
512,51073,"04.56.59 CPKA STC07670  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKAA)",3,0,-0.734485652
538,51099,"05.59.25 CPKA STC07670  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKAA)",3,0,-0.718746671
562,51123,"06.50.57 CPKA STC07670  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKAA)",3,0,-0.742403151
577,51138,"08.59.44 CPKB STC07313  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)",3,0,-0.672066929
579,51140,"09.59.44 CPKB STC07313  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)",3,0,-0.671993706
587,51148,"13.59.44 CPKB STC07313  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)",3,0,-0.673616363
594,51155,"17.59.44 CPKB STC07313  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)",3,0,-0.672115076
596,51157,"18.59.44 CPKB STC07313  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)",3,0,-0.678203973
765,51326,21.12.18 CP1C J0139681 *IEF099I JOB NA100006 WAITING FOR DATA SETS,3,3,-0.764158864
786,51347,23.05.46 CP1C J0144317 *IEF099I JOB G01S663B WAITING FOR DATA SETS,3,3,-0.766606155
794,51355,01.44.54 CP1C J0159140 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,3,3,-0.750761469
798,51359,01.05.02 CP3B J0151692 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,3,3,-0.685173902
799,51360,01.05.02 CP1E J0156430 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,3,3,-0.677374905
803,51364,02.37.14 CP1E J0169506 *IEF099I JOB P1CICSDL WAITING FOR DATA SETS,3,3,-0.750736682
805,51366,02.23.53 CP1D J0168995 *IEF099I JOB G01S506B WAITING FOR DATA SETS,3,3,-0.762993226
806,51367,02.15.00 CP3B J0157957 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,3,3,-0.729939186
808,51369,05.44.46 CP1E J0175242 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,3,3,-0.760303145
809,51370,05.07.14 CP1C J0174663  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 25 DATASETS(MAX 32) SYSJOB,3,4,-0.677936613
810,51371,05.07.14 CP1C J0174663  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,3,4,-0.684808488
824,51385,21.15.18 CP1E J0031966  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 22 DATASETS(MAX 32) SYSJOB,3,4,-0.668269809
834,51395,21.11.07 CP1F J0032029 *IEF099I JOB NA100006 WAITING FOR DATA SETS,3,3,-0.756681995
841,51402,01.40.30 CP1C J0049304 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,3,3,-0.744415522
844,51405,01.05.03 CP3B J0065237 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,3,3,-0.696851884
845,51406,01.05.01 CP1E J0048538 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,3,3,-0.693218047
847,51408,02.07.17 CP1E J0053395 *IEF099I JOB P1CICSDL WAITING FOR DATA SETS,3,3,-0.73902121
848,51409,03.08.07 CP1E J0063750 *IEF099I JOB G01S506B WAITING FOR DATA SETS,3,3,-0.751794636
855,51416,*05.16.59 CP1C J0066611 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,3,3,-0.759840231
856,51417,05.08.37 CP1F J0066319  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 22 DATASETS(MAX 32) SYSJOB,3,4,-0.699869598
857,51418,05.08.37 CP1F J0066319  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 25 DATASETS(MAX 32) SYSJOB,3,4,-0.67399735
858,51419,05.08.37 CP1F J0066319  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,3,4,-0.680944958
886,51447,21.14.45 CP1F J0079683  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 22 DATASETS(MAX 32) SYSJOB,3,4,-0.667693059
895,51456,21.12.37 CP1F J0079761 *IEF099I JOB NA100006 WAITING FOR DATA SETS,3,3,-0.767890719
1348,51909,02.15.00 CP1D J0093047 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,3,3,-0.727931585
1349,51910,02.15.06 CP3A J0184841 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,3,3,-0.752025281
1708,52269,05.08.01 J0111727 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,3,3,-0.717283749
1726,52287,21.14.57 J0125827  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 22 DATASETS(MAX 32) SYSJOB,3,4,-0.670008904
1735,52296,21.11.31 J0125903 *IEF099I JOB NA100006 WAITING FOR DATA SETS,3,3,-0.759812479
1745,52306,01.34.23 J0143942 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,3,3,-0.741966647
1748,52309,01.05.02 CP3B J0091284 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,3,3,-0.685173902
1750,52311,02.15.01 CP3B J0099354 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,3,3,-0.714599807
1756,52317,05.09.31 J0161013 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,3,3,-0.758851675
1778,52339,21.14.49 J0036101  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 22 DATASETS(MAX 32) SYSJOB,3,4,-0.674411944
1786,52347,21.11.35 J0036172 *IEF099I JOB NA100006 WAITING FOR DATA SETS,3,3,-0.757473044
1793,52354,23.28.02 J0047220 *IEF099I JOB G01S663B WAITING FOR DATA SETS,3,3,-0.758434199
1797,52358,01.41.05 J0053836 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,3,3,-0.729983385
1798,52359,01.21.19 CP2C J0159156 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,3,3,-0.754665032
1799,52360,01.05.04 CP3B J0004145 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,3,3,-0.699574792
1800,52361,01.05.04 J0052811 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,3,3,-0.689996702
1801,52362,02.23.28 J0065874 *IEF099I JOB P1CICSDL WAITING FOR DATA SETS,3,3,-0.751254697
1802,52363,02.15.03 CP3A J0010438 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,3,3,-0.747750146
1803,52364,02.03.19 J0057917 *IEF099I JOB G01S506B WAITING FOR DATA SETS,3,3,-0.736893259
1808,52369,05.16.36 J0071141 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,3,3,-0.755378499
1809,52370,05.06.46 J0070863  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 25 DATASETS(MAX 32) SYSJOB,3,4,-0.682177806
1833,52394,21.12.20 J0126395 *IEF099I JOB NA100006 WAITING FOR DATA SETS,3,3,-0.751048004
1848,52409,01.05.03 CP3B J0118225 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,3,3,-0.696851884
1851,52412,02.30.02 J0144189 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,3,3,-0.734678429
1852,52413,02.30.03 J0144188 *IEF099I JOB SMFMRGDB WAITING FOR DATA SETS,3,3,-0.757581173
1853,52414,02.14.44 CP2A J0028567 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,3,3,-0.768978506
1855,52416,03.44.04 J0156399 *IEF099I JOB P1CICSDL WAITING FOR DATA SETS,3,3,-0.749026638
1857,52418,03.08.18 J0152082 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,3,3,-0.759950509
1858,52419,05.14.54 J0160852 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,3,3,-0.760506727
1859,52420,05.07.49 J0160221  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 22 DATASETS(MAX 32) SYSJOB,3,4,-0.690004797
1860,52421,05.07.49 J0160221  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 26 DATASETS(MAX 32) SYSJOB,3,4,-0.693889258
1861,52422,05.07.48 J0160221  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,3,4,-0.671499886
1862,52423,05.06.06 J0160221  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 159 79.6% INUSE SYSJOB,3,1,-0.671854285
1865,52426,05.06.06 J0160221  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 126 75.3% INUSE SYSJOB,3,1,-0.683316382
1875,52436,07.05.02 CP2D S0007542  BSVOLDSNSS0 SEV=WAR CP2D Volser: P12679 TotalDSNs:10098 (TotalDSNs > 10000),3,9,-0.678686967
1876,52437,07.05.03 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: P1267A TotalDSNs:10013 (TotalDSNs > 10000),3,9,-0.668102314
1878,52439,07.05.03 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: P12679 TotalDSNs:10142 (TotalDSNs > 10000),3,9,-0.678909925
1885,52446,21.15.33 J0014350  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 26 DATASETS(MAX 32) SYSJOB,3,4,-0.670632931
1894,52455,21.12.20 J0014427 *IEF099I JOB NA100006 WAITING FOR DATA SETS,3,3,-0.751048004
1905,52466,01.32.24 CP2B J0098047 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,3,3,-0.764137178
1906,52467,01.05.02 CP3B J0031512 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,3,3,-0.685173902
1907,52468,02.46.48 J0044048 *IEF099I JOB G01S506B WAITING FOR DATA SETS,3,3,-0.76643217
1908,52469,02.30.03 J0043970 *IEF099I JOB SMFMRGDB WAITING FOR DATA SETS,3,3,-0.757581173
1909,52470,02.30.02 J0043971 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,3,3,-0.734678429
1910,52471,02.15.01 CP3B J0037708 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,3,3,-0.714599807
1914,52475,03.05.42 J0044540 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,3,3,-0.741861523
1916,52477,05.15.51 J0048825  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 26 DATASETS(MAX 32) SYSJOB,3,4,-0.693791487
1917,52478,05.15.51 J0048825  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 22 DATASETS(MAX 32) SYSJOB,3,4,-0.689914877
1918,52479,05.15.51 J0048825  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,3,4,-0.670063306
1930,52491,06.04.45 J0049952 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,3,3,-0.759201453
1944,52505,21.11.49 J0105643 *IEF099I JOB NA100006 WAITING FOR DATA SETS,3,3,-0.768331918
1952,52513,01.37.55 J0123415 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,3,3,-0.748597103
1953,52514,01.19.48 J0122888 *IEF099I JOB G01S506B WAITING FOR DATA SETS,3,3,-0.756206235
1954,52515,01.05.04 CP3B J0144712 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,3,3,-0.699574792
1955,52516,01.00.06 CP3D J0143367 *IEF099I JOB SMFMRGOS WAITING FOR DATA SETS,3,3,-0.747050305
1957,52518,02.15.02 CP3B J0150692 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,3,3,-0.742941877
1958,52519,02.05.56 J0127535 *IEF099I JOB P1CICSDL WAITING FOR DATA SETS,3,3,-0.735097953
1961,52522,03.00.00 J0128065 *IEF099I JOB G01SUOCR WAITING FOR DATA SETS,3,3,-0.766332533
1963,52524,05.07.30 J0130507  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 22 DATASETS(MAX 32) SYSJOB,3,4,-0.68670178
1965,52526,05.07.26 J0130643 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,3,3,-0.756244466
1988,52549,"19.56.06 CPKD STC06616  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKDA)",3,0,-0.769031276
1998,52559,21.14.53 J0021520  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 26 DATASETS(MAX 32) SYSJOB,3,4,-0.682370147
2000,52561,21.14.53 J0021520  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 22 DATASETS(MAX 32) SYSJOB,3,4,-0.678539415
2015,52576,"22.59.28 STC07433  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)",3,0,-0.672154484
2018,52579,"23.59.28 STC07433  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)",3,0,-0.677245849
2029,52590,"00.58.51 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA) MESSAGES ACTED UPON.",3,0,-0.758374181
2030,52591,"19.35.21 CPKD STC06616  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled [CPKDA]",3,0,-0.755444122
2051,52612,01.47.42 J0042190 *IEF099I JOB P1CICSDL WAITING FOR DATA SETS,3,3,-0.753448764
2060,52621,01.42.00 J0041207 *IEF099I JOB G01S506B WAITING FOR DATA SETS,3,3,-0.732996071
2067,52628,"01.39.16 S0092182  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA) FROM S0093509 TP1F",3,0,-0.749260104
2071,52632,"01.35.10 S0093304  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA) seconds (CP1BA)",3,0,-0.686403583
2080,52641,01.32.12 J0039214 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,3,3,-0.721293242
2095,52656,01.28.17 CP2C J0035933 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,3,3,-0.762583338
