,message,category
331,"$HASP100 J#EISS2  ON INTRDR      MAINVIEW              FROM J0100028
",5
332,"$HASP100 SYSJOB   ON STCINRDR
",5
333,"IRR010I  USERID SYSJOB   IS ASSIGNED TO THIS JOB.
",5
334,"$HASP373 CHKTFJCL STARTED - INIT 11   - CLASS S        - SYS CP1F
",9
335,"-                                         --TIMINGS (MINS.)--          
",5
336,"IST314I  END
",1
337,"$HASP373 J#EISS2  STARTED - INIT 2    - CLASS B        - SYS CP1B
",9
338,"-SYSJOB            IEFPROC     00     34    .00    .00    .00    302  
",5
339,"IEC705I TAPE ON 0601,K31175,SL,COMP,SLOGWR,SLOGWR,BACKUPP1.SLOG.CP1D.Y19
",5
340,"IEF196I IGD104I NV.SYSTEM.DA190311.TI094848.IEA405E          RETAINED,
",5
341,"IEF196I IGD103I SMS ALLOCATED TO DDNAME SYS21665
",5
342,"IEF196I DDNAME=SYS21667
",5
343,"IEF196I IGD104I NV.SYSTEM.DA190312.TI021604.IEA405E          RETAINED,
",5
344,"IEF196I IGD103I SMS ALLOCATED TO DDNAME SYS21673
",5
345,"IEF196I DDNAME=SYS21675
",5
346,"IEF196I IGD104I NV.SYSTEM.DA190312.TI042820.IEA405E          RETAINED,
",5
347,"IEF196I IGD103I SMS ALLOCATED TO DDNAME SYS21681
",5
348,"IEF196I IGD104I NV.SYSTEM.DA190312.TI055410.IEA405E          RETAINED,
",5
349,"IEF196I DDNAME=SYS21685
",5
350,"IEF196I IGD103I SMS ALLOCATED TO DDNAME SYS21687
",5
351,"IEF196I IGD104I NV.SYSTEM.DA190312.TI092559.IEA405E          RETAINED,
",5
352,"IEF196I IGD103I SMS ALLOCATED TO DDNAME SYS21692
",5
353,"IEF196I DDNAME=SYS21694
",5
354,"IEF196I IGD103I SMS ALLOCATED TO DDNAME SYS21697
",5
355,"$HASP373 JCPSMCHK STARTED - INIT 2    - CLASS D        - SYS CP1D
",9
356,"IEF196I IGD104I NV.SYSTEM.DA190312.TI094801.IEA405E          RETAINED,
",5
357,"IEF196I IGD103I SMS ALLOCATED TO DDNAME SYS21704
",5
358,"-                                         --TIMINGS (MINS.)--          
",5
359,"IEF196I DDNAME=SYS21707
",5
360,"IEF196I IGD104I NV.SYSTEM.DA190312.TI095822.IEA405E          RETAINED,
",5
361,"$HASP373 CHKDP4C  STARTED - INIT 2    - CLASS F        - SYS CP1F
",9
362,"IEF196I IGD104I NV.SYSTEM.DA190312.TI100420.IEA405E          RETAINED,
",5
363,"-CHKDP4C           STEP010     00    166    .00    .00    .00   1091  
",5
364,"IEF196I IGD103I SMS ALLOCATED TO DDNAME SYS21717
",5
365,"IEF196I DDNAME=SYS21718
",5
366,"IEF196I IGD104I NV.SYSTEM.DA190312.TI102025.IEA405E          RETAINED,
",5
367,"IEF196I IGD103I SMS ALLOCATED TO DDNAME SYS21724
",5
368,"IEF196I DDNAME=SYS21726
",5
369,"IST1394I  CPNAME = BOCHQP.CEBCT00     STATION ID = 020007100000
",0
370,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 212
",3
371,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
372,"IST680I  CONNECTION REQUEST DENIED - ID = CSWHW00  PU GEN NOT SUPPORTED
",6
373,"IST314I  END
",1
374,"@SLS4500I 2019-03-12, 23:59:59 HSC SUBSYSTEM SLS0 ACTIVE ON HOSTID CP1C
",5
375,"SVO5057I CURRENT DATE IS WED, MAR 13, 2019
",5
376,"+DFHIC0801  CIP1KT44 CICS time altered from 23.59.599 to 00.00.000 -
",5
377,"+DFHIC0801  CIP1KT22 CICS time altered from 24.00.000 to 00.00.000 -
",5
378,"+DFHIC0801  CIP1FT11 CICS time altered from 24.00.000 to 00.00.000 -
",5
379,"+DFHIC0801  CIP1KA18 CICS time altered from 24.00.000 to 00.00.000 -
",5
380,"+DFHIC0801  CIP1KA41 CICS time altered from 24.00.000 to 00.00.000 -
",5
381,"+DFHIC0801  CIP1AA32 CICS time altered from 24.00.000 to 00.00.000 -
",5
382,"+DFHIC0801  CIP1KA12 CICS time altered from 24.00.000 to 00.00.001 -
",5
383,"+DFHIC0801  CIP1AA42 CICS time altered from 24.00.000 to 00.00.001 -
",5
384,"+DFHIC0801  CIP1FA21 CICS time altered from 24.00.000 to 00.00.001 -
",5
385,"+DFHIC0801  CIP1KT13 CICS time altered from 24.00.000 to 00.00.001 -
",5
386,"S SYSJOB,N=TCDBDALY
",5
387,"$HASP373 BACKUPDB STARTED - INIT 11   - CLASS S        - SYS CP1A
",9
388,"EQQE037I JOB GCCSEND (        ), OPERATION(0255), IN APPLICATION 254
",5
389,"$HASP100 NV390PRT ON STCINRDR
",5
390,"EQQE037I JOB HHAPEND1(        ), OPERATION(0255), IN APPLICATION 269
",5
391,"IEF695I START SA390PRT WITH JOBNAME SA390PRT IS ASSIGNED TO USER
",5
392,"IEF695I START SA390PRT WITH JOBNAME SA390PRT IS ASSIGNED TO USER
",5
393,"$HASP395 NV390PRT ENDED - RC=0000
",5
394,"WRITELOG L
",5
395,"IEF196I IEF237I JES2 ALLOCATED TO SYSLOG10
",5
396,"IEE043I A SYSTEM LOG DATA SET HAS BEEN QUEUED TO SYSOUT CLASS L
",5
397,"IEE043I A SYSTEM LOG DATA SET HAS BEEN QUEUED TO SYSOUT CLASS L
",5
398,"IEF695I START SYSJOB   WITH JOBNAME SYSJOB   IS ASSIGNED TO USER SYSJOB
",5
399,"AOF589I 00:00:01 : RECOVERY FOR MINRES MVSESA.SYSLOG CONTINUING - 117
",9
400,"S SLOGWR.SLOGWR
",9
401,"-JOBNAME  STEPNAME PROCSTEP    RC   EXCP    CPU    SRB  CLOCK   SERV 
",5
402,"-JOBNAME  STEPNAME PROCSTEP    RC   EXCP    CPU    SRB  CLOCK   SERV 
",5
403,"IEF695I START NV390PRT WITH JOBNAME NV390PRT IS ASSIGNED TO USER
",5
404,"IEF695I START NV390PRT WITH JOBNAME NV390PRT IS ASSIGNED TO USER
",5
405,"-NV390PRT ENDED.  NAME-                     TOTAL CPU TIME=   .00 
",5
406,"$HASP373 NV390PRT STARTED
",9
407,"-                                         --TIMINGS (MINS.)--          
",5
408,"$HASP373 NV390PRT STARTED
",9
409,"-SYSJOB   ENDED.  NAME-                     TOTAL CPU TIME=   .00 
",5
410,"IEA989I SLIP TRAP ID=X33E MATCHED.  JOBNAME=*UNAVAIL, ASID=00C6.
",5
411,"IST314I  END
",1
412,"CNZZ032E SPECIFIC MESSAGE RATE ACCEPTABLE.       0 MESSAGES ACTED UPON.
",5
413,"IEF188I PROBLEM PROGRAM ATTRIBUTES ASSIGNED
",5
414,"BMC256651I Connection Dataspace has been cleared and ready for reuse.
",5
415,"@SLS6894I M 05B0,009062,SL,,VTSSG,SWSRDSMG,HSHTEST
",5
416,"IST314I  END
",1
417,"-SLOGWR   SLOGWR   IEFPROC     00   1069    .00    .00    .03   6322  
",5
418,"IEF695I START SYSJOB   WITH JOBNAME SYSJOB   IS ASSIGNED TO USER SYSJOB
",5
419,"$HASP395 SYSJOB   ENDED - RC=0000
",5
420,"IEF301I SLOGWR   WTR CLOSED
",5
421,"IEA630I  OPERATOR SYSJOB   NOW ACTIVE,   SYSTEM=CP1B    , LU=
",5
422,"$HASP395 SA390PRT ENDED - RC=0000
",5
423,"IEE252I MEMBER GEOHCP00 FOUND IN SYS1.PLEXP1.ZOS203.PARMLIB
",5
424,"$HASP395 SLOGWR   ENDED - RC=0000
",5
425,"IEA989I SLIP TRAP ID=X33E MATCHED.  JOBNAME=*UNAVAIL, ASID=011E.
",5
426,"IST1394I  CPNAME = BOCHQP.CZBND02     STATION ID = 020005D00000
",0
427,"$HASP250 CHKQDEP2 PURGED -- (JOB KEY WAS D5CFC30D)
",5
428,"IRR010I  USERID SYSJOB   IS ASSIGNED TO THIS JOB.
",5
429,"-SYSJOB   ENDED.  NAME-                     TOTAL CPU TIME=   .00 
",5
430,"-JOBNAME  STEPNAME PROCSTEP    RC   EXCP    CPU    SRB  CLOCK   SERV 
",5
431,"S SYSJOB,N=JCHKDBWB
",5
432,"IEF176I WTR SLOGWR   WAITING FOR WORK, CLASS=L, DEST=LOCAL
",9
433,"-SLOGWR   SLOGWR   IEFPROC     00   4275    .00    .00    .10  27030  
",5
434,"SE '00.00.07 J0100048 $HASP165 CHKCP1E  ENDED AT N1  MAXCC=0000',LOGON,
",5
435,"ICH70001I SYSJOB   LAST ACCESS AT 00:00:05 ON WEDNESDAY, MARCH 13, 2019
",5
436,"-JOBNAME  STEPNAME PROCSTEP    RC   EXCP    CPU    SRB  CLOCK   SERV 
",5
437,"S SYSJOB,N=CHKDPCA
",5
438,"$HASP100 SYSJOB   ON STCINRDR
",5
439,"-                                         --TIMINGS (MINS.)--          
",5
440,"$HASP100 CHKQDEP2 ON INTRDR      ORGINFO               FROM J0100044
",5
441,"-SYSJOB   ENDED.  NAME-                     TOTAL CPU TIME=   .00 
",5
442,"-JOBNAME  STEPNAME PROCSTEP    RC   EXCP    CPU    SRB  CLOCK   SERV 
",5
443,"AOF570I 00:00:08 : ISSUED ""MVS P SLOGWR"" FOR MVSESA MVSESA - 368
",9
444,"-                                         --TIMINGS (MINS.)--          
",5
445,"IKJ144I   UNDEFINED USERID(S) SYSJOB
",5
446,"$HASP893 VOLUME(CP1SP6)  STATUS=ACTIVE,PERCENT=36
",8
447,"$HASP893 VOLUME(CP1SPY)  STATUS=ACTIVE,PERCENT=36
",8
448,"-                                         --TIMINGS (MINS.)--          
",5
449,"$HASP309 INIT 2    INACTIVE ******** C=E
",9
450,"DLM41VT2   03/13/2019 00:00:08 vte2 VT: DLm0496W: Device 0D12 write
",4
451,"AOF570I 00:00:09 : ISSUED ""MVS P SLOGWR"" FOR MVSESA MVSESA - 222
",9
452,"-                                         --TIMINGS (MINS.)--          
",5
453,"$HASP309 INIT 4    INACTIVE ******** C=D
",9
454,"-                                         --TIMINGS (MINS.)--          
",5
455,"$HASP309 INIT 2    INACTIVE ******** C=D
",9
456,"IST680I  CONNECTION REQUEST DENIED - ID = CZBND02  PU GEN NOT SUPPORTED
",6
457,"$HASP373 CHKCP1F  STARTED - INIT 1    - CLASS F        - SYS CP1F
",9
458,"-SYSJOB   ENDED.  NAME-                     TOTAL CPU TIME=   .00 
",5
459,"-CHKQDEP2 ENDED.  NAME-ORGINFO              TOTAL CPU TIME=   .00 
",5
460,"IEC705I TAPE ON 060E,K31166,SL,COMP,SLOGWR,SLOGWR,BACKUPP1.SLOG.CP1B.Y19
",5
461,"IST314I  END
",1
462,"$HASP100 JCPSMCHK ON INTRDR                            FROM S0100064
",5
463,"-                                         --TIMINGS (MINS.)--          
",5
464,"-SLOGWR   ENDED.  NAME-                     TOTAL CPU TIME=   .00 
",5
465,"IEF196I DDNAME=SYS21663
",5
466,"IEF196I IGD104I NV.SYSTEM.DA190312.TI003915.IEA405E          RETAINED,
",5
467,"IEF196I IGD103I SMS ALLOCATED TO DDNAME SYS21669
",5
468,"IEF196I DDNAME=SYS21671
",5
469,"IEF196I IGD104I NV.SYSTEM.DA190312.TI042453.IEA405E          RETAINED,
",5
470,"IEF196I IGD103I SMS ALLOCATED TO DDNAME SYS21677
",5
471,"IEF196I DDNAME=SYS21679
",5
472,"IEF196I IGD104I NV.SYSTEM.DA190312.TI044156.IEA405E          RETAINED,
",5
473,"IEF196I DDNAME=SYS21684
",5
474,"-SLOGWR   ENDED.  NAME-                     TOTAL CPU TIME=   .00 
",5
475,"IEF196I IGD104I NV.SYSTEM.DA190312.TI092350.IEA405E          RETAINED,
",5
476,"IEF196I DDNAME=SYS21690
",5
477,"IEF196I IGD104I NV.SYSTEM.DA190312.TI093240.IEA405E          RETAINED,
",5
478,"IEF196I DDNAME=SYS21695
",5
479,"IEF196I IGD104I NV.SYSTEM.DA190312.TI094358.IEA405E          RETAINED,
",5
480,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 207
",3
481,"IEF196I DDNAME=SYS21702
",5
482,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 208
",3
483,"IEF196I DDNAME=SYS21706
",5
484,"IEF196I IGD103I SMS ALLOCATED TO DDNAME SYS21709
",5
485,"IEF196I IGD104I NV.SYSTEM.DA190312.TI095951.IEA405E          RETAINED,
",5
486,"IEF196I IGD103I SMS ALLOCATED TO DDNAME SYS21713
",5
487,"IEF196I IGD104I NV.SYSTEM.DA190312.TI100607.IEA405E          RETAINED,
",5
488,"IEF234E K 0601,K31175,PVT,SLOGWR,SLOGWR - RACK=K31175
",5
489,"-JCPSMCHK ENDED.  NAME-                     TOTAL CPU TIME=   .00 
",5
490,"IEF196I IGD103I SMS ALLOCATED TO DDNAME SYS21720
",5
491,"IEF196I DDNAME=SYS21722
",5
492,"IEF196I IGD104I NV.SYSTEM.DA190312.TI102641.IEA405E          RETAINED,
",5
493,"$HASP309 INIT 2    INACTIVE ******** C=D
",9
494,"IST1394I  CPNAME = BOCHQP.CEBCT00     STATION ID = 020007100000
",0
495,"-TCDBDALY          DIAGNOS     00  31245    .01    .00    .12   110K  
",5
496,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
497,"IST1394I  CPNAME = BOCHQP.CSWHW00     STATION ID = 020000000000
",0
498,"IST081I  LINE NAME = LEE1E0  , LINE GROUP = GRP1A   , MAJNOD = CP1AXCE0
",2
499,"SMC0084 MAR 12 23:59:59 2019 SMC1  (V7.3.0) ACTIVE ON HOSTID CP1E
",5
500,"SMC0084 MAR 12 23:59:59 2019 SMC1  (V7.3.0) ACTIVE ON HOSTID CP1B
",5
501,"+DFHIC0801  CIP1KA34 CICS time altered from 23.59.599 to 00.00.000 -
",5
502,"+DFHIC0801  CIP1KA37 CICS time altered from 24.00.000 to 00.00.000 -
",5
503,"+DFHIC0801  CIP1FA41 CICS time altered from 24.00.000 to 00.00.000 -
",5
504,"+DFHIC0801  CIP1KA28 CICS time altered from 24.00.000 to 00.00.000 -
",5
505,"IEF196I IGD103I SMS ALLOCATED TO DDNAME SYS21659
",5
506,"+DFHIC0801  CIP1AT31 CICS time altered from 24.00.000 to 00.00.000 -
",5
507,"+DFHIC0801  CIP1FA32 CICS time altered from 24.00.000 to 00.00.000 -
",5
508,"+DFHIC0801  CIP1GA21 CICS time altered from 24.00.000 to 00.00.001 -
",5
509,"+DFHIC0801  CIP1AA41 CICS time altered from 24.00.000 to 00.00.001 -
",5
510,"+DFHIC0801  CIP1KT31 CICS time altered from 24.00.000 to 00.00.001 -
",5
511,"+DFHIC0801  CIP1MW31 CICS time altered from 24.00.000 to 00.00.001 -
",5
512,"S NV390PRT,I=NV.NETWORK.CP1CN.DSILOGP,O=NV.NETWORK.CP1CN.LOG(+1)
",5
513,"SVO5057I CURRENT DATE IS WED, MAR 13, 2019
",5
514,"EQQE037I JOB NFIC5END(        ), OPERATION(0255), IN APPLICATION 256
",5
515,"EQQE037I JOB NFIC2END(        ), OPERATION(0255), IN APPLICATION 264
",5
516,"EQQE037I JOB HHAPEND2(        ), OPERATION(0255), IN APPLICATION 270
",5
517,"$HASP373 SA390PRT STARTED
",9
518,"$HASP373 SA390PRT STARTED
",9
519,"ICH408I USER(TWSP    ) GROUP(#STCTWS ) NAME(TWS STC             ) 110
",3
520,"S SYSJOB,N=J#DOUB12
",5
521,"IEF196I IEF237I JES2 ALLOCATED TO SYSLOG23
",5
522,"IEE042I SYSTEM LOG DATA SET INITIALIZED
",5
523,"IEE042I SYSTEM LOG DATA SET INITIALIZED
",5
524,"$HASP373 SYSJOB   STARTED
",9
525,"S SLOGWR.SLOGWR
",9
526,"AOF570I 00:00:01 : ISSUED ""MVS S SLOGWR.SLOGWR"" FOR MVSESA SYSLOG 288
",9
527,"-SYSJOB            IEFPROC     00     38    .00    .00    .00    269  
",5
528,"-NV390PRT          NV390PRT    00   1142    .00    .00    .00    988  
",5
529,"$HASP373 NV390PRT STARTED
",9
530,"$HASP373 NV390PRT STARTED
",9
531,"$HASP395 NV390PRT ENDED - RC=0000
",5
532,"IEF695I START SLOGWR   WITH JOBNAME SLOGWR   IS ASSIGNED TO USER SLOGWR
",5
533,"-JOBNAME  STEPNAME PROCSTEP    RC   EXCP    CPU    SRB  CLOCK   SERV 
",5
534,"$HASP100 TCDBDALY ON INTRDR                            FROM S0100020
",5
535,"$HASP395 SYSJOB   ENDED - RC=0000
",5
536,"IST680I  CONNECTION REQUEST DENIED - ID = CEBCT00  PU GEN NOT SUPPORTED
",6
537,"$HASP100 SLOGWR   ON STCINRDR
",5
538,"IEA989I SLIP TRAP ID=X33E MATCHED.  JOBNAME=*UNAVAIL, ASID=00B7.
",5
539,"$HASP100 J#BANC2  ON INTRDR      MAINVIEW              FROM J0100028
",5
540,"BMC256651I Connection Dataspace has been cleared and ready for reuse.
",5
541,"IEF176I WTR SLOGWR   WAITING FOR WORK, CLASS=L, DEST=LOCAL
",9
542,"IST680I  CONNECTION REQUEST DENIED - ID = CXIS12   PU GEN NOT SUPPORTED
",6
543,"IEC501A M 0923,PRIVAT,SL,COMP,SLOGWR,SLOGWR,BACKUPP1.SLOG.CP1C.Y190313.T
",5
544,"$HASP373 SYSJOB   STARTED
",9
545,"IEA989I SLIP TRAP ID=X33E MATCHED.  JOBNAME=*UNAVAIL, ASID=00D0.
",5
546,"-                                         --TIMINGS (MINS.)--          
",5
547,"$CJ(100013),P
",5
548,"-SLOGWR   SLOGWR   OPERWL      00    569    .00    .00    .02   2181  
",5
549,"IEE252I MEMBER GEOHCP00 FOUND IN SYS1.PLEXP1.ZOS203.PARMLIB
",5
550,"S SYSJOB,N=JCHKDBBS
",5
551,"IEA630I  OPERATOR SYSJOB   NOW ACTIVE,   SYSTEM=CP1B    , LU=
",5
552,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
553,"$HASP250 CHKQDEP1 PURGED -- (JOB KEY WAS D5CFC30C)
",5
554,"$HASP100 CHKCP1E  ON INTRDR      ORGINFO               FROM S0100045
",5
555,"$HASP395 SYSJOB   ENDED - RC=0000
",5
556,"-CHKCP1D           STEP010     00    136    .00    .00    .00   1085  
",5
557,"IEA989I SLIP TRAP ID=X33E MATCHED.  JOBNAME=*UNAVAIL, ASID=00D4.
",5
558,"P SLOGWR
",9
559,"IEC501A M 0833,PRIVAT,SL,COMP,SLOGWR,SLOGWR,BACKUPP1.SLOG.CP1E.Y190313.T
",5
560,"$HASP309 INIT 1    INACTIVE ******** C=E
",9
561,"$HASP373 CHKCP1C  STARTED - INIT 1    - CLASS C        - SYS CP1C
",9
562,"-CHKCP1C           STEP010     00    144    .00    .00    .00   1189  
",5
563,"IEC705I TAPE ON 0833,K30219,SL,COMP,SLOGWR,SLOGWR,BACKUPP1.SLOG.CP1E.Y19
",5
564,"$HASP100 CHKQDEP1 ON INTRDR      ORGINFO               FROM J0100044
",5
565,"-JOBNAME  STEPNAME PROCSTEP    RC   EXCP    CPU    SRB  CLOCK   SERV 
",5
566,"IRR010I  USERID SYSJOB   IS ASSIGNED TO THIS JOB.
",5
567,"$HASP395 SYSJOB   ENDED - RC=0000
",5
568,"-SYSJOB            IEFPROC     00     71    .00    .00    .00    696  
",5
569,"IEF301I SLOGWR   WTR CLOSED
",5
570,"-JOBNAME  STEPNAME PROCSTEP    RC   EXCP    CPU    SRB  CLOCK   SERV 
",5
571,"$DSPOOL
",5
572,"$HASP893 VOLUME(CP1SP8)  STATUS=ACTIVE,PERCENT=36
",8
573,"$HASP893 VOLUME(CP1SPZ)  STATUS=ACTIVE,PERCENT=36
",8
574,"-JOBNAME  STEPNAME PROCSTEP    RC   EXCP    CPU    SRB  CLOCK   SERV 
",5
575,"SE '00.00.09 J0100059 $HASP165 CHKDP3C  ENDED AT N1  MAXCC=0000',LOGON,
",5
576,"IEF234E K 0833,K30219,PVT,SLOGWR,SLOGWR - RACK=K30219
",5
577,"ICH70001I SYSJOB   LAST ACCESS AT 00:00:08 ON WEDNESDAY, MARCH 13, 2019
",5
578,"-JOBNAME  STEPNAME PROCSTEP    RC   EXCP    CPU    SRB  CLOCK   SERV 
",5
579,"SE '00.00.09 J0100058 $HASP165 CHKDP2C  ENDED AT N1  MAXCC=0000',LOGON,
",5
580,"-JOBNAME  STEPNAME PROCSTEP    RC   EXCP    CPU    SRB  CLOCK   SERV 
",5
581,"SE '00.00.09 J0100052 $HASP165 CHKQDEP1 ENDED AT N1  MAXCC=0000',LOGON,
",5
582,"IST1394I  CPNAME = BOCHQP.CZBND02     STATION ID = 020005D00000
",0
583,"IEF695I START SYSJOB   WITH JOBNAME SYSJOB   IS ASSIGNED TO USER SYSJOB
",5
584,"$HASP395 SYSJOB   ENDED - RC=0000
",5
585,"$HASP395 CHKQDEP2 ENDED - RC=0000
",5
586,"IST680I  CONNECTION REQUEST DENIED - ID = CCIES01  PU GEN NOT SUPPORTED
",6
587,"-CHKCP1F           STEP020     00    171    .00    .00    .00    773  
",5
588,"IRR010I  USERID SYSJOB   IS ASSIGNED TO THIS JOB.
",5
589,"-JOBNAME  STEPNAME PROCSTEP    RC   EXCP    CPU    SRB  CLOCK   SERV 
",5
590,"$HASP395 SLOGWR   ENDED - RC=0000
",5
591,"IEF196I IGD103I SMS ALLOCATED TO DDNAME SYS21664
",5
592,"IEF196I DDNAME=SYS21666
",5
593,"IEF196I IGD104I NV.SYSTEM.DA190312.TI021503.IEA405E          RETAINED,
",5
594,"IEF196I IGD103I SMS ALLOCATED TO DDNAME SYS21672
",5
595,"IEF196I DDNAME=SYS21674
",5
596,"IEF196I IGD104I NV.SYSTEM.DA190312.TI042819.IEA405E          RETAINED,
",5
597,"IEF196I IGD103I SMS ALLOCATED TO DDNAME SYS21680
",5
598,"IEF196I DDNAME=SYS21682
",5
599,"IEF196I IGD103I SMS ALLOCATED TO DDNAME SYS21685
",5
600,"$HASP395 SLOGWR   ENDED - RC=0000
",5
601,"IEF196I DDNAME=SYS21688
",5
602,"IEF196I IGD103I SMS ALLOCATED TO DDNAME SYS21691
",5
603,"IEF196I DDNAME=SYS21693
",5
604,"IEF196I IGD103I SMS ALLOCATED TO DDNAME SYS21696
",5
605,"IEF196I DDNAME=SYS21698
",5
606,"IEF196I IGD104I NV.SYSTEM.DA190312.TI094637.IEA405E          RETAINED,
",5
607,"IEF196I IGD103I SMS ALLOCATED TO DDNAME SYS21703
",5
608,"IEF196I IGD104I NV.SYSTEM.DA190312.TI095325.IEA405E          RETAINED,
",5
609,"IEF196I IGD103I SMS ALLOCATED TO DDNAME SYS21707
",5
610,"IEF196I IGD104I NV.SYSTEM.DA190312.TI095642.IEA405E          RETAINED,
",5
611,"IEF196I DDNAME=SYS21711
",5
612,"IEF196I IGD104I NV.SYSTEM.DA190312.TI100240.IEA405E          RETAINED,
",5
613,"IEF196I DDNAME=SYS21715
",5
614,"-SLOGWR   SLOGWR   OPERWL      00   1859    .00    .00    .04   7640  
",5
615,"IEF196I IGD103I SMS ALLOCATED TO DDNAME SYS21718
",5
616,"IEF196I IGD104I NV.SYSTEM.DA190312.TI101843.IEA405E          RETAINED,
",5
617,"IEF196I IGD103I SMS ALLOCATED TO DDNAME SYS21723
",5
618,"IEF196I DDNAME=SYS21725
",5
619,"IEA989I SLIP TRAP ID=X33E MATCHED.  JOBNAME=*UNAVAIL, ASID=00D9.
",5
620,"IST081I  LINE NAME = LEE1E0  , LINE GROUP = GRP1A   , MAJNOD = CP1AXCE0
",2
621,"-TCDBDALY          LISTENT     00     61    .00    .00    .00    672  
",5
622,"IST314I  END
",1
623,"IST081I  LINE NAME = LEE1E0  , LINE GROUP = GRP1A   , MAJNOD = CP1AXCE0
",2
624,"SMC0084 MAR 12 23:59:59 2019 SMC1  (V7.3.0) ACTIVE ON HOSTID CP1D
",5
625,"SVO5057I CURRENT DATE IS WED, MAR 13, 2019
",5
626,"+DFHIC0801  CIP1FT41 CICS time altered from 23.59.599 to 00.00.000 -
",5
627,"+DFHIC0801  CIP1KA14 CICS time altered from 23.59.599 to 00.00.000 -
",5
628,"+DFHIC0801  CIP1KA47 CICS time altered from 24.00.000 to 00.00.000 -
",5
629,"+DFHIC0801  CIP1KA24 CICS time altered from 24.00.000 to 00.00.000 -
",5
630,"+DFHIC0801  CIP1KA33 CICS time altered from 24.00.000 to 00.00.000 -
",5
631,"+DFHIC0801  CIP1FA31 CICS time altered from 24.00.000 to 00.00.000 -
",5
632,"IRR010I  USERID SA390    IS ASSIGNED TO THIS JOB.
",5
633,"+DFHIC0801  CIP1KT21 CICS time altered from 24.00.000 to 00.00.001 -
",5
634,"+DFHIC0801  CIP1MW41 CICS time altered from 24.00.000 to 00.00.001 -
",5
635,"+DFHIC0801  CIP1AT41 CICS time altered from 24.00.000 to 00.00.001 -
",5
636,"IEF196I DDNAME=SYS21659
",5
637,"ICH70001I SA390    LAST ACCESS AT 23:59:00 ON TUESDAY, MARCH 12, 2019
",5
638,"S NV390PRT,I=NV.NETWORK.CP1AN.DSILOGP,O=NV.NETWORK.CP1AN.LOG(+1)
",5
639,"EQQE037I JOB ICDOPEND(        ), OPERATION(0255), IN APPLICATION 262
",5
640,"$HASP100 NV390PRT ON STCINRDR
",5
641,"EQQE037I JOB GASSWEND(        ), OPERATION(0255), IN APPLICATION 274
",5
642,"$HASP100 SA390PRT ON STCINRDR
",5
643,"-NV390PRT ENDED.  NAME-                     TOTAL CPU TIME=   .00 
",5
644,"$HASP395 BACKUPDB ENDED - RC=0000
",5
645,"IEF196I IEF237I JES2 ALLOCATED TO SYSLOG15
",5
646,"IEF196I IEF285I   +MASTER+.SYSLOG.S0092945.D0000215.?          SYSOUT
",5
647,"IEF196I IEF285I   +MASTER+.SYSLOG.S0092500.D0000223.?          SYSOUT
",5
648,"IEE042I SYSTEM LOG DATA SET INITIALIZED
",5
649,"AOF589I 00:00:01 : RECOVERY FOR MINRES MVSESA.SYSLOG CONTINUING - 286
",9
650,"S SLOGWR.SLOGWR
",9
651,"-                                         --TIMINGS (MINS.)--          
",5
652,"-                                         --TIMINGS (MINS.)--          
",5
653,"$HASP373 SLOGWR   STARTED
",9
654,"$HASP373 SA390PRT STARTED
",9
655,"-NV390PRT          NV390PRT    00   1592    .00    .00    .00   1393  
",5
656,"IEF695I START NV390PRT WITH JOBNAME NV390PRT IS ASSIGNED TO USER
",5
657,"$HASP100 SLOGWR   ON STCINRDR
",5
658,"$HASP373 SA390PRT STARTED
",9
659,"-SYSJOB            IEFPROC     00     56    .00    .00    .03    388  
",5
660,"ERB813I III: ACTIVE MONITOR III DATA SET IS NOW 'SYS1.CP1F.RMFIII.MON27'
",5
661,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
662,"-TCDBDALY          EXAMENT     00    412    .00    .00    .00   1867  
",5
663,"$HASP373 SLOGWR   STARTED
",9
664,"@SLS6894I M 05B6,009063,SL,,VTSSH,SWSRDSMG,HSHTEST
",5
665,"S SYSJOB,N=QREPREXX
",5
666,"IST081I  LINE NAME = LEE18B  , LINE GROUP = GRP1B   , MAJNOD = CP1BXCE0
",2
667,"-JOBNAME  STEPNAME PROCSTEP    RC   EXCP    CPU    SRB  CLOCK   SERV 
",5
668,"$HASP373 J#BANC2  STARTED - INIT 2    - CLASS A        - SYS CP1A
",9
669,"-SYSJOB   ENDED.  NAME-                     TOTAL CPU TIME=   .00 
",5
670,"AOF570I 00:00:04 : ISSUED ""MVS P SLOGWR"" FOR MVSESA MVSESA - 692
",9
671,"$HASP373 QREPREXX STARTED - INIT 1    - CLASS B        - SYS CP1B
",9
672,"-SA390PRT ENDED.  NAME-                     TOTAL CPU TIME=   .00 
",5
