,id,summary,risk
572,51133,07.41.37 CP1C          *IXL158I PATH 1D IS NOW NOT-OPERATIONAL TO CUID: * FFB0 *                  COUPLING FACILITY 002964.IBM.84.0000000AAAB5 *                                    PARTITION: 01  CPCID: 00,12.6414914
412,50973,"01.52.42 CP2B          *IXC585E STRUCTURE LOGRECSTRUCTURE IN COUPLING * FACILITY BCC2C2, *PHYSICAL STRUCTURE VERSION D3C53696 F18B86E4, *IS AT OR ABOVE STRUCTURE FULL MONITORING THRESHOLD OF 80%: *   SPACE USAGE     IN-USE       T",12.60299884
785,51346,22.33.50 CP1F S0129637 *DSNB325A  -DP81 DSNB1CNE THERE IS A CRITICAL * SHORTAGE *OF SPACE IN GROUP BUFFER POOL GBP21,12.56473998
2350,52911,05.03.45 J0109234  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 251 81.3% INUSE SYSJOB Volume FE2585 (/tapelibPRODHSH/DD1_POOL02_FS14/FE2585) already scratched,12.52671271
2794,53355,"12.25.45 S0092569  DSNB356I  -DP51 DSNB5SCO FOR GROUP BUFFER POOL GBP34, THE CONDITION THAT CAUSED THE PREVIOUS DSNB355I MESSAGE DOES NOT CURRENTLY EXIST. - PREVIOUS PAGE LEVEL   = 00D56A4EA868DC000000 12:16:46 DEC 22, 2018 - CURR",12.48891492
2540,53101,"02.48.50 S0092567  DSNB356I  -DP1C DSNB5SCO FOR GROUP BUFFER POOL GBP2, THE CONDITION THAT CAUSED THE PREVIOUS DSNB355I MESSAGE DOES NOT CURRENTLY EXIST. - PREVIOUS PAGE LEVEL   = 00D56749FD4347000000 02:39:54 DEC 20, 2018 - CURRE",12.45134454
2326,52887,01.41.32 S0093400  DSNR035I  -DPW1 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 12 CHECKPOINTS - CORRELATION NAME = DELMWH01 -           CONNECTION ID  = BATCH -           LUWID = BOCHQP.DPW1APPL.D56227EBDF4F = 86287 -           PLAN N,12.41399954
2726,53287,"14.28.00 S0092559  BCCONNECTS0 SEV=CRI CIP1KT11 CID: RH11 NET: LSCS00H0 STAT: RELEASED        ,CICS连接中断",12.37687787
792,51353,00.08.37 CP1E S0199520  DNFO1709E 2018-12-06 16:08:37 BOCOU01 DNF_O_FT MSIF transfer service determined that the session for SnF queue \bkchcnbj_file\ is - no longer active: -  State or reason  : \Sw.SnF.SessionClosed\ -  Session,12.33997756
1335,51896,"02.18.48 CP1C S0092559  BCCONNECTS0 SEV=CRI CIP1KT31 CID: RH31 NET: LSCS00H0 STAT: RELEASED        ,CICS连接中断",12.30329662
61,50622,"12.28.52 CP1C S0126467  DSNB356I  -DP11 DSNB5SCO FOR GROUP BUFFER POOL GBP34, THE CONDITION THAT CAUSED THE PREVIOUS DSNB355I MESSAGE DOES NOT - CURRENTLY EXIST. - PREVIOUS PAGE LEVEL   = 00D54D6492E21C000000 12:20:24 NOV 29, 2018",12.26683311
2442,53003,23.01.22 S0093013  DSNR035I  -DP31 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = EI604401 -           CONNECTION ID  = BATCH -           LUWID = BOCHQP.DP31APPL.D56494EA90CB = 127779 -           PLAN N,12.23058509
2443,53004,23.01.22 S0093013  DSNR035I  -DP31 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = EI604401 -           CONNECTION ID  = BATCH -           LUWID = BOCHQP.DP31APPL.D56494EA90CB = 127779 -           PLAN N,12.23058509
230,50791,00.22.27 CP1D S0178021  +DFHDB2025I CIP1GA21                            C 12/02/2018 00:22:27 CIP1GA21 The CICS-DB2 attachment has disconnected from DB2 subsystem DP2C group DP0C,12.15872795
1344,51905,"02.16.49 CP1C S0092559  BCCONNECTS0 SEV=CRI CIP1AT31 CID: TH31 NET: LSCS00H0 STAT: RELEASED        ,CICS连接中断",12.12311508
231,50792,00.22.27 CP1C S0177167  +DFHDB2025I CIP1GA11                            C 12/02/2018 00:22:27 CIP1GA11 The CICS-DB2 attachment has disconnected from DB2 subsystem DP1C group DP0C,12.08771022
788,51349,00.16.18 CP3D S0189611  DNFO1709E 2018-12-06 16:16:18 BOCOUB DNF_O_FT MSIF transfer service determined that the session for SnF queue \bkchitmm_rma\ is no longer - active: -  State or reason  : \Sw.SnF.SessionClosed\ -  Session ID,12.05251156
1723,52284,09.05.49 S0093012 *DSNB319A  -DP3C DSNB1CNE THERE IS A SHORTAGE OF SPACE *IN GROUP BUFFER POOL GBP6,12.0175173
804,51365,02.33.32 CP1C S0129908  BZCICSJOBS0 SEV=WAR ALL Jobname: P1CICS (CondCode <> 0) OR (Abend Code <> ''),11.98272565
194,50755,13.39.14 CP3C S0058946 *DSNB319A  -DP1Y DSNB5STS THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP0 * SPACE *IN GROUP BUFFER POOL GBP0,11.94813488
97,50658,04.44.07 CP3B S0006883 *DSNB325A  -DP2Z DSNB1CNE THERE IS A CRITICAL * SHORTAGE *OF SPACE IN GROUP BUFFER POOL GBP28,11.91374323
571,51132,07.41.37 CP1D          *IXL158I PATH 1D IS NOW NOT-OPERATIONAL TO CUID: * FFCA *                  COUPLING FACILITY 002964.IBM.84.0000000AAAB5 00 *                                    PARTITION: 01  CPCID: 00,11.87954901
2599,53160,00.35.56 S0093537 *DSNB325A  -DP81 DSNB1CNE THERE IS A CRITICAL SHORTAGE *OF SPACE IN GROUP BUFFER POOL GBP32,11.84555051
800,51361,"02.46.26 CP1C S0177136  DSNB356I  -DP1C DSNB5SCO FOR GROUP BUFFER POOL GBP2, THE CONDITION THAT CAUSED THE PREVIOUS DSNB355I MESSAGE DOES NOT - CURRENTLY EXIST. - PREVIOUS PAGE LEVEL   = 00D556F14CCB32000000 02:37:55 DEC  7, 2018",11.81174605
1030,51591,01.44.02 CP1C S0092559  BCTASKCSKLS0 SEV=CRI ALL Tranid: CSKL (Count < 10),11.77813399
39,50600,04.22.46 CP3B S0006883 *DSNB325A  -DP2Z DSNB1CNE THERE IS A CRITICAL * SHORTAGE *OF SPACE IN GROUP BUFFER POOL GBP32K1,11.74471268
2495,53056,05.06.21 J0147859  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 343 87.0% INUSE SYSJOB Volume FK0343 (/tapelibPRODHSH/DD1_POOL02_FS6/FK0343) already scratched,11.7114805
2388,52949,"04.32.41           IOS080I 57D9,76,ZAPISS0G, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=SYS1.VTOC.VP11674",11.67843586
427,50988,"03.23.54 CP1C S0126467  DSNB356I  -DP11 DSNB5SCO FOR GROUP BUFFER POOL GBP30, THE CONDITION THAT CAUSED THE PREVIOUS DSNB355I MESSAGE DOES NOT - CURRENTLY EXIST. - PREVIOUS PAGE LEVEL   = 00D55476C93688000000 03:19:09 DEC  5, 2018",11.64557717
2550,53111,"04.07.59 CP2A           IOS080I 58B1,76,ZR266100, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDC64R.BBCQ.OUTBORX.ZL266100.F01",11.61290286
95,50656,04.44.47 CP3A S0005755 *DSNB319A  -DP1Z DSNB5STS THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP28,11.58041139
364,50925,"01.30.20 CP1C S0126467  DSNB356I  -DP11 DSNB5SCO FOR GROUP BUFFER POOL GBP32, THE CONDITION THAT CAUSED THE PREVIOUS DSNB355I MESSAGE DOES NOT - CURRENTLY EXIST. - PREVIOUS PAGE LEVEL   = 00D5531B003F6F000000 01:23:12 DEC  4, 2018",11.54810123
2548,53109,"04.12.43           IOS080I 55D5,68,ZAPISS0C, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=SYS1.VTOC.VP11600",11.51597086
962,51523,00.19.43 CP1C S0129908  BZASLDPSVS0 SEV=CRI CP1E Jobname: LDPSRV (Status <> ACTIVE),11.48401879
158,50719,"01.18.46 CP1C S0177136  DSNB356I  -DP1C DSNB5SCO FOR GROUP BUFFER POOL GBP2, THE CONDITION THAT CAUSED THE PREVIOUS DSNB355I MESSAGE DOES NOT - CURRENTLY EXIST. - PREVIOUS PAGE LEVEL   = 00D54F526FF573000000 01:09:55 DEC  1, 2018",11.45224354
2549,53110,"04.12.34           IOS080I 55DE,7C,ZAPISS0E, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=SYS1.VTOC.VP11609",11.42064363
1822,52383,E2E: 19.35.40 S0092559  BZLOGDCALS0 SEV=WAR CP1F Jobname: CYTALG14 IS NOT ACTIVE        端到端主机Log DC地址空间下宕。,11.38921764
17,50578,".56.18 CP2A           IOS080I 4CFB,A5,UL460009, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.UNLO.CUS1.UU460009",11.35796412
360,50921,"00.48.41 CP1C S0126467  DSNB356I  -DP11 DSNB5SCO FOR GROUP BUFFER POOL GBP16K1, THE CONDITION THAT CAUSED THE PREVIOUS DSNB355I MESSAGE DOES NOT CURRENTLY EXIST. - PREVIOUS PAGE LEVEL   = 00D553116C7962000000 00:40:21 DEC  4, 2018",11.32688165
2694,53255,2018-12-21 11:48:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-srm,11.29596885
2696,53257,2018-12-21 11:48:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-sch,11.29596885
2698,53259,2018-12-21 11:48:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-aas,11.23464668
80,50641,"00.49.22 CP1E S0129632  DSNB356I  -DP71 DSNB5SCO FOR GROUP BUFFER POOL GBP28, THE CONDITION THAT CAUSED THE PREVIOUS DSNB355I MESSAGE DOES NOT - CURRENTLY EXIST. - PREVIOUS PAGE LEVEL   = 00D54E0A1EE133000000 00:41:03 NOV 30, 2018",11.2042346
87,50648,"01.20.38 CP2D           IOS080I 4780,4E,C2ME6411, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDCBS.BBCQ.FIBAIFP.ET064109",11.17398672
3013,53574,2018-12-25 20:56:02 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-pec,11.14390172
2389,52950,"04.32.39           IOS080I 55E2,78,ZAPISS0B, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST.",11.11397829
904,51465,00.55.02 CP1A S0092187  BZMVBBPASS0 SEV=WAR CP1F Jobname: BBSGPR (Status <> ACTIVE),11.08421513
1747,52308,"01.17.50 CP2A           IOS080I 2383,45,C2ME9000, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDCBS.BBCQ.FIBAIFP.ET094301",11.05461095
2815,53376,"01.57.59 CP2C           IOS080I 41B2,0C,ROMGJ00D, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDCBSR.LVEQ.RP.CORDJR03.S22",11.02516449
544,51105,"05.25.30 CP1C           IOS080I 3EC2,0C,ZAPISS0A, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=SYS1.VTOC.VPP3EC2",10.99587449
2697,53258,2018-12-21 11:48:02 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-hc,10.9667397
2602,53163,01.44.57 CP3C S0048685  BZCICSJOBS0 SEV=WAR ALL Jobname: SMFMRGCI (CondCode <> 0) OR (Abend Code <> ''),10.93775889
3955,54516,"02.09.39 CP2B           IOS080I 42E1,4B,RI51MITD, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDCBSR.LVEQ.RP.RPTDZFSM.RI51C15D",10.90893085
2510,53071,08.26.36 CP2C S0007541  BZTPJSTRCS0 SEV=WAR ALL Jobname: IMAALL1 (CondCode > 4) OR (Abend Code <> '')         带库管理软件地址空间及批量备份作业返回码监控,10.88025438
473,51034,"00.20.47 CP1C S0126467  DSNB356I  -DP11 DSNB5SCO FOR GROUP BUFFER POOL GBP32K1, THE CONDITION THAT CAUSED THE PREVIOUS DSNB355I MESSAGE DOES NOT CURRENTLY EXIST. - PREVIOUS PAGE LEVEL   = 00D5558EF09A06000000 00:12:33 DEC  6, 2018",10.85172827
2667,53228,2018-12-21 11:48:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-hc,10.82335135
2668,53229,2018-12-21 11:48:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-hc,10.82335135
2669,53230,2018-12-21 11:48:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-hc,10.82335135
1698,52259,05.51.24 S0093013 *DSNB319A  -DP31 DSNB1CNE THERE IS A SHORTAGE OF SPACE *IN GROUP BUFFER POOL GBP32K1,10.73910412
843,51404,"01.22.19 CP2D           IOS080I 47B1,9A,TMGL5100, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.SPLIT.GLXX.TPGL0027.PR5100.T00",10.7113124
2862,53423,02.54.19 S0093013 *DSNB319A  -DP31 DSNB1CNE THERE IS A SHORTAGE OF SPACE *IN GROUP BUFFER POOL GBP32K1-SEC,10.68366416
2979,53540,2018-12-25 20:58:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-pec,10.65615829
2980,53541,2018-12-25 20:58:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-pec,10.65615829
2919,53480,"01.19.57 CP2B           IOS080I 23F9,D3,UMC23500, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.SPLIT.JNAL.UPC20065.PR35",10.60156926
2302,52863,11.18.38 CP3D S0059824 *DSNB319A  -DP2Y DSNB1CNE THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP0,10.57448394
2457,53018,"05.31.34 CP2C           IOS080I E53E,FE,BKCUSS12, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST.",10.54753667
961,51522,00.19.43 CP1C S0129908  BZASLDPSVS0 SEV=CRI CP1D Jobname: LDPSRV (Status <> ACTIVE),10.52072639
2193,52754,"02.33.20 CP2A           IOS080I E98F,B5,BKJNAL40, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST.",10.49405206
875,51436,11.28.24 CP3D S0059824 *DSNB319A  -DP2Y DSNB1CNE THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP0,10.46751265
2793,53354,12.25.58 CP3D S0059824 *DSNB319A  -DP2Y DSNB1CNE THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP0,10.44110714
2637,53198,2018-12-21 11:50:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-pec,10.41483451
2638,53199,2018-12-21 11:50:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-pec,10.41483451
2643,53204,2018-12-21 11:50:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-pec,10.41483451
2947,53508,2018-12-25 19:58:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-pec,10.33680399
2948,53509,2018-12-25 19:58:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-pec,10.33680399
795,51356,01.34.06 CP3C S0048685  BZCICSJOBS0 SEV=WAR ALL Jobname: SMFMRGCI (CondCode <> 0) OR (Abend Code <> ''),10.28543
2142,52703,"01.11.22 CP2A           IOS080I 42E1,0C,UM095200, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.SPLIT.BOCT.UP095201.PR52",10.25993403
323,50884,02.34.52 CP1C S0126467 *DSNB319A  -DP11 DSNB5STS THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP32K1,10.23456414
4006,54567,02.47.47 S0093401 *DSNB319A  -DP61 DSNB1CNE THERE IS A SHORTAGE OF SPACE *IN GROUP BUFFER POOL GBP32K1,10.20931941
165,50726,02.26.14 CP1E S0129632 *DSNB319A  -DP71 DSNB1CNE THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP4,10.18419892
2406,52967,05.37.09 S0093011 *DSNB319A  -DP71 DSNB1CNE THERE IS A SHORTAGE OF SPACE *IN GROUP BUFFER POOL GBP32K1,10.15920174
2754,53315,"03.46.46 CP2A           IOS080I 42B0,0C,ZZ221202, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.SPLIT.INVM.UL871202",10.13432697
33,50594,01.32.34 CP1F S0129637 *DSNB319A  -DP81 DSNB1CNE THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP3,10.10957371
528,51089,04.05.25 CPKC           IXC518I SYSTEM CPKC NOT USING COUPLING FACILITY 002964.IBM.84.0000000AAAA5 PARTITION: 05      CPCID: 00 -         NAMED BAC1C5 -        REASON: CONNECTIVITY LOST. -        REASON FLAG: 13300005.,10.08494108
319,50880,"01.53.47 CP2C           IOS080I 15BA,7A,TP863503, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.REFORM.INVE.TR863503",10.0604282
2695,53256,2018-12-21 11:48:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-sam,10.03603419
27,50588,01.32.34 CP1F S0129634 *DSNB319A  -DP41 DSNB1CNE THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP3,10.01175819
115,50676,07.40.11 CP3D S0059824 *DSNB319A  -DP2Y DSNB1CNE THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP28,9.987599354
1951,52512,"01.59.47 CP2B           IOS080I 25DE,AA,TP886101, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.REFORM.VMVE.TR886101",9.963556829
259,50820,"01.03.49 CP2C           IOS080I 24C0,35,TMGL2200, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.SPLIT.GLXX.TPGL0050.PR2200.T00",9.939629777
2597,53158,00.36.06 S0093536 *DSNB319A  -DP41 DSNB1CNE THERE IS A SHORTAGE OF SPACE *IN GROUP BUFFER POOL GBP32 BUFFER POOLS,9.91581737
384,50945,05.06.22 CP1E J0124214  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 243 70.1% INUSE SYSJOB Volume FK1623 (/tapelibPRODHSH/DD1_POOL02_FS7/FK1623) already scratched,9.892118785
4009,54570,"02.07.13 CP2C           IOS080I 58CC,76,C4042133, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDC64R.LVEQ.ET.ETQD2042.A1303 FROM S0037766 TP2C",9.868533208
2868,53429,"03.43.10 CP2C           IOS080I 24B7,C6,ZZ224101, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.SPLIT.INVM.UL874101",9.845059833
2922,53483,02.43.54 S0093536 *DSNB319A  -DP41 DSNB1CNE THERE IS A SHORTAGE OF SPACE *IN GROUP BUFFER POOL GBP32K1 GEN NOT SUPPORTED,9.82169786
535,51096,"04.04.57 CP1B           IXC518I SYSTEM CP1B NOT USING COUPLING FACILITY 002964.IBM.84.0000000AAAA5 PARTITION: 01      CPCID: 00 -         NAMED BAC1C1 -        REASON: CONNECTIVITY LOST. -        REASON FLAG: 13300005. -  THURSDAY, DECEMBER 6, 2018",9.7984465
419,50980,"02.17.38 CP1F           IOS080I 17FB,D2,XCFAS, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST.",9.775304968
4000,54561,01.18.42 S0093401 *DSNB319A  -DP61 DSNB1CNE THERE IS A SHORTAGE OF SPACE *IN GROUP BUFFER POOL GBP3,9.752272487
415,50976,"01.14.05 CP2C           IOS080I 4DB3,A5,UPC20074, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.SPLICE.JNAL.UUC20074",9.729348289
2857,53418,"01.56.13 CP2C           IOS080I 4DFB,70,TPC00021, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.SPLICE.CADM.TRC00021",9.706531612
93,50654,"02.05.33 CP2A           IOS080I 15E1,BC,C4042331, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDC64R.LVEQ.ET.ETQD2042.A3301",9.683821701
2547,53108,03.19.17 S0092559  BZCICSJOBS0 SEV=WAR ALL Jobname: P1CICS (CondCode <> 0) OR (Abend Code <> ''),9.661217808
3895,54456,2018-12-25 21:00:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-pec,9.638719194
3896,54457,2018-12-25 21:00:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-pec,9.638719194
3906,54467,2018-12-25 21:00:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-pec,9.638719194
534,51095,04.04.58 CP3B           IXC518I SYSTEM CP3B NOT USING COUPLING FACILITY 002964.IBM.84.0000000AAAA5 PARTITION: 05      CPCID: 00 -         NAMED BAC1C5 -        REASON: CONNECTIVITY LOST. -        REASON FLAG: 13300005.,9.571847713
2824,53385,03.52.42 S0093401 *DSNB319A  -DP61 DSNB1CNE THERE IS A SHORTAGE OF SPACE *IN GROUP BUFFER POOL GBP32K1,9.54976294
2923,53484,02.39.46 CP3C S0048685  BZTPJSTRCS0 SEV=WAR ALL Jobname: EDGJSLU3 (CondCode > 4) OR (Abend Code <> '')         带库管理软件地址空间及批量备份作业返回码监控,9.527779843
1199,51760,"01.25.48 CP2C           IOS080I 59F7,8C,TME76400, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST.",9.505897722
2237,52798,"03.54.11 CP2B           IOS080I 4BB2,B4,AM300032, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDC64R.LVEQ.TEMP.AM203262.S01",9.484115882
429,50990,03.05.31 CP1E S0129628 *DSNB319A  -DP31 DSNB1CNE THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP32K1,9.462433636
2610,53171,"02.56.42 CP2A           IOS080I 25B1,D3,C4041434, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDC64R.LVEQ.ET.ETQD2041.A4304",9.440850302
4106,54667,"02.07.21 CP2A           IOS080I 4CFB,C0,C4042231, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDC64R.LVEQ.ET.ETQD2042.A2301",9.419365204
2192,52753,02.44.37 S0093011 *DSNB319A  -DP71 DSNB1CNE THERE IS A SHORTAGE OF SPACE *IN GROUP BUFFER POOL GBP32K1,9.397977675
531,51092,04.05.15 CP1D           IXC518I SYSTEM CP1D NOT USING COUPLING FACILITY 002964.IBM.84.0000000AAAA5 PARTITION: 01      CPCID: 00 -         NAMED BAC1C1 -        REASON: CONNECTIVITY LOST. -        REASON FLAG: 13300005. -  Volume FD5459 (/tapelibPRODHSH/DD,9.37668705
1753,52314,"03.49.12 CP2C           IOS080I 4CB4,AC,ZZ223215, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.SPLIT.INVM.UL873215",9.355492673
518,51079,04.12.40 CPKC           IXC518I SYSTEM CPKC NOT USING COUPLING FACILITY 002964.IBM.84.0000000AAAB5 PARTITION: 05      CPCID: 00 -         NAMED BAC2C5 -        REASON: CONNECTIVITY LOST. -        REASON FLAG: 13300006.,9.334393892
2927,53488,03.09.31 CP3C S0048685  BZTPJSTRCS0 SEV=WAR ALL Jobname: EDGJSLU3 (CondCode > 4) OR (Abend Code <> '')         带库管理软件地址空间及批量备份作业返回码监控,9.313390063
2890,53451,16.21.07 CP3C S0048685  BZTPJSTRCS0 SEV=WAR ALL Jobname: EDGJSLU3 (CondCode > 4) OR (Abend Code <> '')         带库管理软件地址空间及批量备份作业返回码监控,9.292480545
2479,53040,01.22.13 S0093536 *DSNB319A  -DP41 DSNB1CNE THERE IS A SHORTAGE OF SPACE *IN GROUP BUFFER POOL GBP3,9.271664704
1682,52243,"03.04.55 CP3A S0048551  BNEEPUACTS0 SEV=CRI TCPIP PUName:EECP3C1B System:CP3A Remote IP:11.3.2.2         (State <> ACTIVE) (Persisting) COMPLETE VOLUME LIST, - DSN=BKZP.L.A.ID.N.TSAJR2.P00009.D181208.H19,VOLS=S66531,TOTALBLOCKS=1",9.250941913
2545,53106,03.33.58 CP3C S0048685  BZTPJSTRCS0 SEV=WAR ALL Jobname: EDGJSLU3 (CondCode > 4) OR (Abend Code <> '')         带库管理软件地址空间及批量备份作业返回码监控,9.230311549
797,51358,01.16.37 CP1F S0129634 *DSNB319A  -DP41 DSNB1CNE THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP3,9.209772995
2385,52946,"03.47.03 CP2A           IOS080I 4DFB,A5,ZN236201, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.REFORM.INVM.TR876201",9.18932564
4080,54641,15.49.09 S0092559  BZTPJSTRCS0 SEV=WAR ALL Jobname: EDGJSLU1 (CondCode > 4) OR (Abend Code <> '')         带库管理软件地址空间及批量备份作业返回码监控,9.168968878
1856,52417,03.34.07 CP3C S0048685  BZTPJSTRCS0 SEV=WAR ALL Jobname: EDGJSLU3 (CondCode > 4) OR (Abend Code <> '')         带库管理软件地址空间及批量备份作业返回码监控,9.148702107
793,51354,"01.52.46 CP2B           IOS080I 41FB,B1,C4041215, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDC64R.LVEQ.ET.ETQD2041.A2105",9.128524732
530,51091,04.05.16 CP3D           IXC518I SYSTEM CP3D NOT USING COUPLING FACILITY 002964.IBM.84.0000000AAAA5 PARTITION: 05      CPCID: 00 -         NAMED BAC1C5 -        REASON: CONNECTIVITY LOST. -        REASON FLAG: 13300005.,9.108436164
1332,51893,"02.21.52 CP2C           IOS080I 4BC7,B4,C4041376, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDC64R.LVEQ.ET.ETQD2041.A3706",9.088435816
362,50923,"01.56.16 CP2D           IOS080I 4BBA,B4,C404144I, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDC64R.LVEQ.ET.ETQD2041.A4418 FROM S0037766 TP2C",9.06852311
