,id,summary,risk
3711,54272,"E2E:2018-12-25 20:11:55,604 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.374893997
3663,54224,"E2E:2018-12-25 20:17:10,059 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.374437436
3680,54241,"E2E:2018-12-25 20:14:47,256 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.373981178
3261,53822,"E2E:2018-12-25 20:42:25,696 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.373525223
2893,53454,21.15.29 J0192620  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 28 DATASETS(MAX 32) SYSJOB,1.373069571
1929,52490,05.04.13 J0049072  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,1.372614221
3841,54402,"E2E:2018-12-25 20:01:40,020 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.372159172
177,50738,05.05.44 CP1F J0151521  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1.371704425
488,51049,03.58.12 CP1A S0129909  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.8/32 System:CP1C (RouteStatus <> ACTIVE),1.37124998
490,51051,03.58.12 CP1A S0129909  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.3/32 System:CP1C (RouteStatus <> ACTIVE),1.37124998
3824,54385,"E2E:2018-12-25 20:04:38,390 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.370341992
3830,54391,"E2E:2018-12-25 20:03:38,387 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.369888449
2194,52755,"02.25.10 S0093304  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1.369435205
3597,54158,"E2E:2018-12-25 20:20:55,631 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.368982262
435,50996,05.05.28 CP1F J0004612  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 25 DATASETS(MAX 32) SYSJOB,1.368529618
3314,53875,"E2E:2018-12-25 20:38:17,378 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.368077274
291,50852,05.05.07 CP1F J0000446  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1.367625228
2736,53297,21.15.33 J0006826  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 21 DATASETS(MAX 32) SYSJOB,1.367173481
3213,53774,"E2E:2018-12-25 20:47:10,320 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.366722032
3751,54312,"E2E:2018-12-25 20:10:47,246 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.366270882
2872,53433,05.06.23 J0137006  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 21 DATASETS(MAX 32) SYSJOB,1.365820029
3412,53973,"E2E:2018-12-25 20:32:17,365 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.365369473
199,50760,21.15.22 CP1C J0166030  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 21 DATASETS(MAX 32) SYSJOB,1.364919215
2208,52769,"02.19.25 S0093063  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1.364469254
869,51430,05.04.12 CP1E J0066379  +DBA:EISS BIG SEGMENT TS FOUND!CGEN048P HAS 20 DATASETS(MAX 32) SYSJOB,1.364019589
3695,54256,"E2E:2018-12-25 20:14:40,232 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.36357022
1757,52318,05.06.05 J0160821  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 25 DATASETS(MAX 32) SYSJOB,1.363121148
3816,54377,"E2E:2018-12-25 20:05:08,391 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.362672371
3617,54178,"E2E:2018-12-25 20:19:10,244 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.362223889
2137,52698,"01.14.25 S0093063  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1.361775703
3613,54174,"E2E:2018-12-25 20:19:25,627 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.361327811
3063,53624,"E2E:2018-12-25 20:55:17,436 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.360880214
2518,53079,21.15.27 J0003984  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 28 DATASETS(MAX 32) SYSJOB,1.360432912
3699,54260,"E2E:2018-12-25 20:11:38,412 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.359985903
2179,52740,"01.02.01 STC08317  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1.359539187
3704,54265,"E2E:2018-12-25 20:12:13,941 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.359092766
1927,52488,05.04.13 J0049072  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1.358646637
3297,53858,"E2E:2018-12-25 20:40:10,301 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.358200801
3732,54293,"E2E:2018-12-25 20:10:40,043 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.357755258
3698,54259,"E2E:2018-12-25 20:13:25,609 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.357310006
3548,54109,"E2E:2018-12-25 20:25:13,981 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.356865047
3408,53969,"E2E:2018-12-25 20:32:47,365 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.356420379
3434,53995,"E2E:2018-12-25 20:33:12,301 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.355976003
3359,53920,"E2E:2018-12-25 20:37:12,315 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.355531918
3140,53701,"E2E:2018-12-25 20:50:12,360 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.355088123
2132,52693,"01.15.10 S0093304  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1.35464462
3758,54319,"E2E:2018-12-25 20:07:25,590 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.354201406
825,51386,21.15.18 CP1E J0031966  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 25 DATASETS(MAX 32) SYSJOB,1.353758482
4024,54585,05.05.24 J0032641  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 21 DATASETS(MAX 32) SYSJOB,1.353315848
3251,53812,"E2E:2018-12-25 20:42:47,390 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.352873503
2797,53358,21.14.59 J0055695  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 21 DATASETS(MAX 32) SYSJOB,1.352431447
2305,52866,21.14.54 J0074568  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1.35198968
3168,53729,"E2E:2018-12-25 20:49:10,144 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.351548202
453,51014,21.14.34 CP1F J0056847  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1.351107012
3039,53600,"E2E:2018-12-25 20:57:10,165 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.350666109
1562,52123,03.09.54 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.113/32 System:CP1E (RouteStatus <> ACTIVE),1.350225495
3425,53986,"E2E:2018-12-25 20:32:40,281 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.349785168
3231,53792,"E2E:2018-12-25 20:44:10,130 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.349345128
3861,54422,"E2E:2018-12-25 20:01:10,018 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.348905374
3910,54471,"E2E:2018-12-25 21:01:12,400 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.348465907
716,51277,"20.24.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1.348026727
866,51427,05.04.12 CP1E J0066379  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,1.347587832
3239,53800,"E2E:2018-12-25 20:44:25,702 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.347149224
3170,53731,"E2E:2018-12-25 20:48:40,142 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.3467109
3768,54329,"E2E:2018-12-25 20:08:25,593 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.346272862
1575,52136,03.09.54 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.114/32 System:CP1E (RouteStatus <> ACTIVE),1.345835109
3692,54253,"E2E:2018-12-25 20:14:25,612 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.34539764
3684,54245,"E2E:2018-12-25 20:14:10,230 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.344960455
3852,54413,"E2E:2018-12-25 20:01:38,381 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.344523555
304,50865,21.15.12 CP1C J0013698  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 21 DATASETS(MAX 32) SYSJOB,1.344086938
598,51159,"19.59.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1.343650605
1701,52262,05.10.12 J0111576  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 25 DATASETS(MAX 32) SYSJOB,1.343214555
742,51303,"20.09.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1.342778788
3565,54126,"E2E:2018-12-25 20:21:47,335 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.342343303
3819,54380,"E2E:2018-12-25 20:04:47,232 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.341908101
1776,52337,21.14.49 J0036101  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1.341473181
489,51050,03.58.12 CP1A S0129909  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.5/32 System:CP1E (RouteStatus <> ACTIVE),1.341038543
495,51056,03.58.12 CP1A S0129909  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.8/32 System:CP1E (RouteStatus <> ACTIVE),1.341038543
3835,54396,"E2E:2018-12-25 20:03:47,229 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.340170111
3184,53745,"E2E:2018-12-25 20:47:17,401 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.339736317
3626,54187,"E2E:2018-12-25 20:17:47,264 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.339302803
3193,53754,"E2E:2018-12-25 20:47:17,410 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.33886957
3716,54277,"E2E:2018-12-25 20:11:40,045 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.338436617
3594,54155,"E2E:2018-12-25 20:20:40,068 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.338003944
2997,53558,"E2E:2018-12-25 20:58:12,388 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.337571551
700,51261,"20.34.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1.337139437
1964,52525,05.07.30 J0130507  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1.336707602
3402,53963,"E2E:2018-12-25 20:34:12,305 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.336276046
2581,53142,21.15.18 J0108548  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 28 DATASETS(MAX 32) SYSJOB,1.335844769
3762,54323,"E2E:2018-12-25 20:08:17,240 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.33541377
1712,52273,05.04.16 J0111667  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1.334983049
434,50995,05.05.28 CP1F J0004612  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 21 DATASETS(MAX 32) SYSJOB,1.334552605
2122,52683,"01.19.16 S0092182  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1.334122439
3576,54137,"E2E:2018-12-25 20:21:40,250 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.333692551
2198,52759,"02.24.28 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1.333262939
3593,54154,"E2E:2018-12-25 20:20:38,442 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.332833604
1727,52288,21.14.57 J0125827  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1.332404545
3308,53869,"E2E:2018-12-25 20:40:17,384 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.331975763
3447,54008,"E2E:2018-12-25 20:30:12,290 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.331547256
2065,52626,"01.39.28 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1.331119025
2057,52618,"01.44.25 S0093063  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1.33069107
554,51115,05.04.11 CP1F J0090993  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,1.330263389
388,50949,05.04.11 CP1F J0124265  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,1.329835984
3490,54051,"E2E:2018-12-25 20:28:12,283 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.329408852
887,51448,21.14.45 CP1F J0079683  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1.328981996
3659,54220,"E2E:2018-12-25 20:16:12,242 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.328555413
338,50899,05.04.12 CP1D J0048058  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,1.328129104
3827,54388,"E2E:2018-12-25 20:05:17,233 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.327703068
3708,54269,"E2E:2018-12-25 20:12:55,607 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.327277306
3513,54074,"E2E:2018-12-25 20:25:55,646 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.326851817
3029,53590,"E2E:2018-12-25 20:55:25,736 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.3264266
3609,54170,"E2E:2018-12-25 20:20:42,257 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.326001656
3062,53623,"E2E:2018-12-25 20:55:10,340 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.325576984
1870,52431,05.04.13 J0160298  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1.325152584
2168,52729,"01.04.25 S0093063  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1.324728455
3735,54296,"E2E:2018-12-25 20:11:08,410 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.324304599
2224,52785,"02.09.28 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1.323881013
3294,53855,"E2E:2018-12-25 20:40:47,391 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.323457698
3300,53861,"E2E:2018-12-25 20:40:47,385 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.323034653
741,51302,"20.10.08 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1.322611879
2124,52685,"01.19.10 S0092612  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1.322189376
3673,54234,"E2E:2018-12-25 20:13:42,234 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.321767142
3406,53967,"E2E:2018-12-25 20:35:12,308 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.321345177
107,50668,05.04.11 CP1F J0049258  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1.320923482
386,50947,05.04.11 CP1F J0124265  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1.320502056
557,51118,05.04.11 CP1F J0090993  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1.320502056
406,50967,21.04.12 CP1E J0169198  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,1.31966001
815,51376,05.04.12 CP1D J0174725  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1.31923939
3729,54290,"E2E:2018-12-25 20:11:10,216 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.318819038
1615,52176,03.08.55 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.97/32 System:CP1C (RouteStatus <> ACTIVE),1.318398953
132,50693,21.15.31 CP1F J0116416  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 25 DATASETS(MAX 32) SYSJOB,1.317979136
53,50614,05.04.12 CP1D J0158099  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1.317559587
339,50900,05.04.12 CP1D J0048058  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1.317140304
776,51337,"21.04.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1.316721288
3232,53793,"E2E:2018-12-25 20:45:12,342 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.316302539
3582,54143,"E2E:2018-12-25 20:22:12,262 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.315884056
1918,52479,05.15.51 J0048825  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1.315465839
3856,54417,"E2E:2018-12-25 20:03:12,189 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.315047887
433,50994,05.05.28 CP1F J0004612  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1.314630202
2204,52765,"02.20.10 S0093304  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1.314212781
3634,54195,"E2E:2018-12-25 20:17:25,621 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.313795625
3604,54165,"E2E:2018-12-25 20:21:10,070 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.313378735
2162,52723,"01.05.10 S0093304  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1.312962108
3720,54281,"E2E:2018-12-25 20:13:10,227 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.312545746
3734,54295,"E2E:2018-12-25 20:10:17,245 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.312129648
2182,52743,"01.02.00 S0093415  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1.311713814
1759,52320,05.06.05 J0160821  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1.311298243
3200,53761,"E2E:2018-12-25 20:47:10,138 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.310882935
658,51219,"20.59.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1.31046789
408,50969,21.04.12 CP1E J0169198  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1.310053108
3712,54273,"E2E:2018-12-25 20:11:42,227 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.309638589
654,51215,"19.32.07 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1.309224332
3873,54434,"E2E:2018-12-25 20:00:47,217 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.308810336
3152,53713,"E2E:2018-12-25 20:48:12,353 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.308396603
3180,53741,"E2E:2018-12-25 20:47:25,711 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.307983131
1569,52130,03.09.54 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.81/32 System:CP1C (RouteStatus <> ACTIVE),1.30756992
756,51317,21.15.46 CP1F J0139595  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 25 DATASETS(MAX 32) SYSJOB,1.30715697
3853,54414,"E2E:2018-12-25 20:02:47,227 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.306744281
2177,52738,"01.02.00 S0092612  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1.306331853
3309,53870,"E2E:2018-12-25 20:40:10,120 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.305919684
2361,52922,21.15.04 J0121368  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 22 DATASETS(MAX 32) SYSJOB,1.305507776
396,50957,21.15.22 CP1F J0169240  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 21 DATASETS(MAX 32) SYSJOB,1.305096128
826,51387,21.15.18 CP1E J0031966  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1.304684739
3630,54191,"E2E:2018-12-25 20:18:12,249 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.304273609
3306,53867,"E2E:2018-12-25 20:40:25,690 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.303862738
3522,54083,"E2E:2018-12-25 20:25:40,082 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.303862738
3210,53771,"E2E:2018-12-25 20:46:12,345 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.303041773
3822,54383,"E2E:2018-12-25 20:05:12,200 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.302631678
3737,54298,"E2E:2018-12-25 20:10:40,214 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.302221841
2025,52586,"00.59.28 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1.301812262
1610,52171,03.08.55 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.115/32 System:CP1C (RouteStatus <> ACTIVE),1.30140294
3432,53993,"E2E:2018-12-25 20:32:47,367 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.300993876
2092,52653,"01.29.28 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1.300585068
3340,53901,"E2E:2018-12-25 20:38:12,318 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.300176518
2362,52923,21.15.04 J0121368  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 26 DATASETS(MAX 32) SYSJOB,1.299768224
2046,52607,"01.49.28 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1.299360187
4028,54589,05.04.12 J0032735  +DBA:EISS BIG SEGMENT TS FOUND!CGEN048P HAS 20 DATASETS(MAX 32) SYSJOB,1.298952405
210,50771,21.04.10 CP1F J0165994  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,1.29854488
1659,52220,03.06.56 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.97/32 System:CP1C (RouteStatus <> ACTIVE),1.29813761
3727,54288,"E2E:2018-12-25 20:11:17,247 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.297730596
2178,52739,"01.02.00 S0093063  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1.297323836
1591,52152,03.08.55 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.97/32 System:CP1E (RouteStatus <> ACTIVE),1.296917332
3521,54082,"E2E:2018-12-25 20:25:42,274 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.296511082
3268,53829,"E2E:2018-12-25 20:42:12,332 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.296105087
1925,52486,05.04.13 J0049072  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1.295699346
356,50917,21.04.10 CP1E J0089702  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,1.295293858
3456,54017,"E2E:2018-12-25 20:31:12,294 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.294888625
733,51294,"20.14.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1.294483645
2038,52599,"01.54.28 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1.294078918
2191,52752,"01.00.10 S0093304  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1.293674445
3615,54176,"E2E:2018-12-25 20:17:40,240 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.293270224
3296,53857,"E2E:2018-12-25 20:40:17,390 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.292866255
3589,54150,"E2E:2018-12-25 20:21:17,334 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.292462539
1703,52264,05.10.12 J0111576  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1.292059075
3702,54263,"E2E:2018-12-25 20:11:47,249 ERROR [com.e2e.dc.service.impl.SendEventImpl] - Connect Failed",1.291655863
696,51257,"20.37.19 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1.291252902
867,51428,05.04.13 CP1E J0066379  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1.290850192
65,50626,21.15.17 CP1F J0013954  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 25 DATASETS(MAX 32) SYSJOB,1.290447734
