,summary,risk
1718,05.05.14 CP1C J0151087  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 658 87.7% INUSE SYSJOB,1.0
1719,05.05.15 CP1C J0151087  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 668 86.8% INUSE SYSJOB,2.0
1720,05.05.16 CP1C J0151087  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 693 87.2% INUSE SYSJOB,1.0
1721,05.05.15 CP1C J0151087  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 673 87.7% INUSE SYSJOB,1.0
1722,03  05.05.14 CP1C J0151087  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 663 88.0% INUSE SYSJOB,2.0
1723,05.05.17 CP1C J0151087  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 698 88.8% INUSE SYSJOB,2.0
1724,02  05.05.17 CP1C J0151087  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 703 87.6% INUSE SYSJOB,1.0
1725,05.05.17 CP1C J0151087  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 713 86.9% INUSE SYSJOB,2.0
1726,05.05.17 CP1C J0151087  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 708 87.7% INUSE SYSJOB,1.0
1727,05.05.18 CP1C J0151087  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 718 87.3% INUSE SYSJOB,1.0
1728,05.06.03 CP1C J0151087  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 25 DATASETS(MAX 32) SYSJOB,2.0
1729,05.38.11 CP1F J0151708 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,3.0
1730,05.55.07 CP1C J0151953 *IEF099I JOB A01S804B WAITING FOR DATA SETS,3.0
1731,07.22.01 CP3C J0121415 *IEF099I JOB DEDPH131 WAITING FOR DATA SETS,3.0
1732,07.22.39 CP3D J0121557 *IEF099I JOB DEDPLU31 WAITING FOR DATA SETS,3.0
1733,07.25.39 CP3D J0122369 *IEF099I JOB DEDPIT31 WAITING FOR DATA SETS,3.0
1734,07.40.18 CP3D S0049241  BSOEXTSPSS1 SEV=WAR CP3D Data Set: OPERY.TWYP.APALL.D180917 EXTENTS = 12 (Exts > 10),3.0
1735,07.40.18 CP3D S0049241  BSOEXTSPSS1 SEV=WAR CP3D Data Set: OPERZ.TWZP.APALL.D180905 EXTENTS = 11 (Exts > 10),3.0
1736,07.40.18 CP3D S0049241  BSOEXTSPSS1 SEV=WAR CP3D Data Set: OPERZ.TWZP.APALL.D180917 EXTENTS = 11 (Exts > 10),3.0
1737,07.46.14 CP1D S0041765  BSOEXTPDSS0 SEV=WAR CP1B Data Set: SYS0.MLIB.PARMLIB EXTENTS = 13 (Exts > 12),4.0
1738,07.46.14 CP1D S0041765  BSOEXTPDSS0 SEV=WAR CP1B Data Set: BOCBMC.MV.UBBPARM EXTENTS = 13 (Exts > 12),10.0
1739,08.06.28 CP2D S0189174  BSOEXTPDSS0 SEV=WAR CP2C Data Set: SYS0.MLIB.PARMLIB EXTENTS = 16 (Exts > 12),4.0
1740,08.28.56 CP3D J0135193 *IEF099I JOB DEDPIE23 WAITING FOR DATA SETS,3.0
1741,AA *10.55.20 CP1F J0156617 *IEF099I JOB QXPRERPT WAITING FOR DATA SETS,3.0
1742,11.03.13 CP1F J0156910 *IEF099I JOB CXBKUPGL WAITING FOR DATA SETS,3.0
1743,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00059-2018-09-23T04:53:55.4776.008882Z
SwiftRef: swi00001-2018-09-23T04:53:55.15083.028418Z
Reque",30.0
1744,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00059-2018-09-23T05:03:42.4776.009090Z
SwiftRef: swi00001-2018-09-23T05:03:42.15083.029204Z
Reque",27.0
1745,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00071-2018-09-23T05:03:57.23200.006911Z
SwiftRef: swi00001-2018-09-23T05:03:57.8932.020796Z
Reque",26.0
1746,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00063-2018-09-23T05:04:54.14548.015487Z
SwiftRef: swi00002-2018-09-23T05:04:54.7220.216286Z
Reque",19.0
1747,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00066-2018-09-23T05:13:49.23458.009771Z
SwiftRef: swi00006-2018-09-23T05:13:49.24976.227679Z
Requ",22.0
1748,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00059-2018-09-23T05:13:51.4828.009232Z
SwiftRef: swi00004-2018-09-23T05:13:51.11430.239696Z
Reque",22.0
1749,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00053-2018-09-23T05:14:00.21171.009379Z
SwiftRef: swi00002-2018-09-23T05:14:00.26844.166261Z
Requ",18.0
1750,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00064-2018-09-23T07:46:14.18864.008855Z
SwiftRef: swi00001-2018-09-23T07:46:14.8940.224362Z
Reque",25.0
1751,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00050-2018-09-23T07:46:24.24120.010822Z
SwiftRef: swi00002-2018-09-23T07:46:24.26844.204041Z
Requ",28.0
1752,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00064-2018-09-23T07:46:53.18875.009024Z
SwiftRef: swi00003-2018-09-23T07:46:53.28911.237817Z
Requ",17.0
1753,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00066-2018-09-23T08:36:20.23422.013757Z
SwiftRef: swi00004-2018-09-23T08:36:20.11425.052978Z
Requ",20.0
1754,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00070-2018-09-23T08:36:56.19491.008058Z
SwiftRef: swi00002-2018-09-23T08:36:56.26831.030420Z
Requ",28.0
1755,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00051-2018-09-23T09:26:35.26600.007607Z
SwiftRef: swi00003-2018-09-23T09:26:35.28907.264604Z
Requ",18.0
1756,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00059-2018-09-23T09:36:19.21882.012196Z
SwiftRef: swi00004-2018-09-23T09:36:19.15502.253714Z
Requ",28.0
1757,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00067-2018-09-23T09:36:44.2324.016600Z
SwiftRef: swi00006-2018-09-23T09:36:44.24977.326154Z
Reque",22.0
1758,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00050-2018-09-23T10:16:26.24121.011168Z
SwiftRef: swi00002-2018-09-23T10:16:26.26843.241861Z
Requ",28.0
1759,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00056-2018-09-23T10:17:16.16399.011080Z
SwiftRef: swi00004-2018-09-23T10:17:17.11433.349981Z
Requ",26.0
1760,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00064-2018-09-23T10:26:36.12716.012334Z
SwiftRef: swi00005-2018-09-23T10:26:36.897.330023Z
Reques",11.0
1761,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00056-2018-09-23T11:16:14.16429.010761Z
SwiftRef: swi00001-2018-09-23T11:16:14.15089.338201Z
Requ",15.0
1762,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00062-2018-09-23T11:16:37.17142.014131Z
SwiftRef: swi00006-2018-09-23T11:16:37.24977.363645Z
Requ",23.0
1763,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00058-2018-09-23T11:16:47.12002.011863Z
SwiftRef: swi00003-2018-09-23T11:16:47.24416.374567Z
Requ",26.0
1764,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00065-2018-09-23T12:06:18.5520.017977Z
SwiftRef: swi00005-2018-09-23T12:06:18.876.065906Z
Request",11.0
1765,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00062-2018-09-23T12:06:48.17140.015968Z
SwiftRef: swi00006-2018-09-23T12:06:48.24990.071333Z
Requ",20.0
1766,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00064-2018-09-23T12:56:32.12721.015394Z
SwiftRef: swi00003-2018-09-23T12:56:32.24413.079221Z
Requ",24.0
1767,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00062-2018-09-23T12:56:50.17143.016377Z
SwiftRef: swi00006-2018-09-23T12:56:50.24990.075670Z
Requ",14.0
1768,21.04.10 CP1D J0164434  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1.0
1769,13  21.04.10 CP1D J0164434  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 21 DATASETS(MAX 32) SYSJOB,1.0
1770,21.04.10 CP1D J0164434  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 22 DATASETS(MAX 32) SYSJOB,1.0
1771,21.04.10 CP1D J0164434  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1.0
1772,21.11.24 CP1F J0164540 *IEF099I JOB NA100006 WAITING FOR DATA SETS,3.0
1773,21.14.42 CP1F J0164470  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 658 87.7% INUSE SYSJOB,1.0
1774,21.14.42 CP1F J0164470  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 663 88.0% INUSE SYSJOB,2.0
1775,21.14.42 CP1F J0164470  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 653 87.4% INUSE SYSJOB,1.0
1776,21.14.43 CP1F J0164470  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 668 86.8% INUSE SYSJOB,2.0
1777,21.14.43 CP1F J0164470  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 673 87.7% INUSE SYSJOB,1.0
1778,21.14.45 CP1F J0164470  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 698 88.8% INUSE SYSJOB,2.0
1779,21.14.45 CP1F J0164470  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 703 87.6% INUSE SYSJOB,1.0
1780,21.14.44 CP1F J0164470  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 683 87.3% INUSE SYSJOB,1.0
1781,21.14.45 CP1F J0164470  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 708 87.7% INUSE SYSJOB,1.0
1782,03  21.14.43 CP1F J0164470  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 678 87.1% INUSE SYSJOB,1.0
1783,21.14.44 CP1F J0164470  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 688 87.2% INUSE SYSJOB,1.0
1784,21.14.46 CP1F J0164470  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 713 86.9% INUSE SYSJOB,2.0
1785,21.14.46 CP1F J0164470  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 718 87.3% INUSE SYSJOB,1.0
1786,21.14.44 CP1F J0164470  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 693 87.2% INUSE SYSJOB,1.0
1787,21.15.37 CP1F J0164470  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 25 DATASETS(MAX 32) SYSJOB,2.0
1788,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00067-2018-09-23T13:36:40.2323.018298Z
SwiftRef: swi00006-2018-09-23T13:36:40.24986.080181Z
Reque",18.0
1789,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00066-2018-09-23T13:46:24.23438.015910Z
SwiftRef: swi00004-2018-09-23T13:46:24.11435.431351Z
Requ",15.0
1790,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00064-2018-09-23T13:46:39.12716.014374Z
SwiftRef: swi00005-2018-09-23T13:46:39.896.403697Z
Reques",23.0
1791,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00073-2018-09-23T13:46:49.3385.024248Z
SwiftRef: swi00001-2018-09-23T13:46:49.15089.400553Z
Reque",29.0
1792,22.03.37 CP1C J0165004 *IEF099I JOB G01S663B WAITING FOR DATA SETS,3.0
1793,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00067-2018-09-23T14:26:52.2322.020561Z
SwiftRef: swi00006-2018-09-23T14:26:52.24986.084729Z
Reque",23.0
1794,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00065-2018-09-23T14:36:31.5517.017333Z
SwiftRef: swi00005-2018-09-23T14:36:31.878.080311Z
Request",19.0
1795,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00064-2018-09-23T14:36:45.12717.015122Z
SwiftRef: swi00003-2018-09-23T14:36:45.24417.453559Z
Requ",20.0
1796,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00064-2018-09-23T15:26:52.12722.013543Z
SwiftRef: swi00005-2018-09-23T15:26:52.897.441135Z
Reques",22.0
1797,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00069-2018-09-23T15:36:45.28417.010547Z
SwiftRef: swi00004-2018-09-23T15:36:45.15501.360453Z
Requ",30.0
1798,00.01.02 CP1C J0176300 *IEF099I JOB G01SUOCR WAITING FOR DATA SETS,3.0
1799,04.06.39 S0177429  DSNR035I  -DP31 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = SS520000 -           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP31APPL.D4F9F6759EE0 = 4751 -           PLAN N,136.0
1800,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00062-2018-09-23T16:06:08.25319.012543Z
SwiftRef: swi00003-2018-09-23T16:06:08.28909.377823Z
Requ",8.0
1801,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00051-2018-09-23T16:06:18.13382.013067Z
SwiftRef: swi00006-2018-09-23T16:06:18.24988.092818Z
Requ",16.0
1802,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00056-2018-09-23T16:07:32.16360.013683Z
SwiftRef: swi00003-2018-09-23T16:07:32.24417.488177Z
Requ",18.0
1803,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00070-2018-09-23T16:26:47.19499.012987Z
SwiftRef: swi00002-2018-09-23T16:26:47.26844.358838Z
Requ",18.0
1804,00.58.12 CP1C J0176792 *IEF099I JOB #7CGPDEF WAITING FOR DATA SETS,3.0
1805,01.00.06 CP3D J0176510 *IEF099I JOB SMFMRGOS WAITING FOR DATA SETS,3.0
1806,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00056-2018-09-23T16:57:34.16364.015268Z
SwiftRef: swi00003-2018-09-23T16:57:34.24421.509283Z
Requ",24.0
1807,01.05.02 CP3B J0177544 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,3.0
1808,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00062-2018-09-23T17:07:40.17137.017982Z
SwiftRef: swi00002-2018-09-23T17:07:40.7243.018747Z
Reque",18.0
1809,"03.30.33 S0177752  +CSQX208E !QPS2 CSQXRESP Error receiving data, channel QR.CHL1.QM93.TO.QPS2 connection 11.4.35.141 -  (queue manager QM93) -  TRPTYPE=TCP RC=00000006  reason=00000000",1034.0
1810,01.18.51 CP3C S0048685  BZCICSJOBS0 SEV=WAR ALL Jobname: SMFMRGCI (CondCode <> 0) OR (Abend Code <> ''),33.0
1811,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00062-2018-09-23T17:16:44.17136.017581Z
SwiftRef: swi00006-2018-09-23T17:16:44.24989.098995Z
Requ",22.0
1812,"02.02.03           IOS080I 4CC7,A0,TP883215, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.REFORM.VMVE.TR883215",54.0
1813,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00057-2018-09-23T17:46:34.27220.020603Z
SwiftRef: swi00003-2018-09-23T17:46:34.28912.406063Z
Requ",18.0
1814,02.00.05 CP3B J0187129 *IEF099I JOB RMFMAGIC WAITING FOR DATA SETS,3.0
1815,02.01.06 CP1C S0177317  BCEMVSLMTS0 SEV=WAR CIP1KA48 Target: CIP1KA48 EMVS% = 86.69 (%EMVSUsed > 85),39.0
1816,02.01.06 CP1C S0177317  BCEMVSLMTS0 SEV=WAR CIP1KA42 Target: CIP1KA42 EMVS% = 86.69 (%EMVSUsed > 85),43.0
1817,02.01.06 CP1C S0177317  BCEMVSLMTS0 SEV=WAR CIP1KA44 Target: CIP1KA44 EMVS% = 86.69 (%EMVSUsed > 85),39.0
1818,AA- 02.01.06 CP1C S0177317  BCEMVSLMTS0 SEV=WAR CIP1KA47 Target: CIP1KA47 EMVS% = 86.69 (%EMVSUsed > 85),43.0
1819,02.01.06 CP1C S0177317  BCEMVSLMTS0 SEV=WAR CIP1KA43 Target: CIP1KA43 EMVS% = 86.70 (%EMVSUsed > 85),43.0
1820,02.01.06 CP1C S0177317  BCEMVSLMTS0 SEV=WAR CIP1KA46 Target: CIP1KA46 EMVS% = 86.69 (%EMVSUsed > 85),40.0
1821,02.01.06 CP1C S0177317  BCEMVSLMTS0 SEV=WAR CIP1KA26 Target: CIP1KA26 EMVS% = 86.69 (%EMVSUsed > 85),40.0
1822,AA- 02.01.06 CP1C S0177317  BCEMVSLMTS0 SEV=WAR CIP1KA23 Target: CIP1KA23 EMVS% = 86.69 (%EMVSUsed > 85),43.0
1823,02.01.06 CP1C S0177317  BCEMVSLMTS0 SEV=WAR CIP1KA15 Target: CIP1KA15 EMVS% = 85.99 (%EMVSUsed > 85),47.0
1824,02.01.06 CP1C S0177317  BCEMVSLMTS0 SEV=WAR CIP1KA12 Target: CIP1KA12 EMVS% = 86.00 (%EMVSUsed > 85),39.0
1825,02.01.06 CP1C S0177317  BCEMVSLMTS0 SEV=WAR CIP1KA41 Target: CIP1KA41 EMVS% = 86.69 (%EMVSUsed > 85),39.0
1826,02.01.06 CP1C S0177317  BCEMVSLMTS0 SEV=WAR CIP1KA22 Target: CIP1KA22 EMVS% = 86.69 (%EMVSUsed > 85),40.0
1827,02.01.06 CP1C S0177317  BCEMVSLMTS0 SEV=WAR CIP1KA45 Target: CIP1KA45 EMVS% = 86.69 (%EMVSUsed > 85),40.0
1828,AA- 02.01.06 CP1C S0177317  BCEMVSLMTS0 SEV=WAR CIP1KA17 Target: CIP1KA17 EMVS% = 86.00 (%EMVSUsed > 85),43.0
1829,02.01.06 CP1C S0177317  BCEMVSLMTS0 SEV=WAR CIP1KA11 Target: CIP1KA11 EMVS% = 86.00 (%EMVSUsed > 85),39.0
1830,02.01.06 CP1C S0177317  BCEMVSLMTS0 SEV=WAR CIP1KA28 Target: CIP1KA28 EMVS% = 86.69 (%EMVSUsed > 85),43.0
1831,02.01.06 CP1C S0177317  BCEMVSLMTS0 SEV=WAR CIP1KA27 Target: CIP1KA27 EMVS% = 86.70 (%EMVSUsed > 85),43.0
1832,02.01.06 CP1C S0177317  BCEMVSLMTS0 SEV=WAR CIP1KA24 Target: CIP1KA24 EMVS% = 86.69 (%EMVSUsed > 85),39.0
1833,02.01.06 CP1C S0177317  BCEMVSLMTS0 SEV=WAR CIP1KA25 Target: CIP1KA25 EMVS% = 86.75 (%EMVSUsed > 85),45.0
1834,02.01.06 CP1C S0177317  BCEMVSLMTS0 SEV=WAR CIP1KA21 Target: CIP1KA21 EMVS% = 86.69 (%EMVSUsed > 85),39.0
1835,02.02.05 CP1C S0177317  BCEMVSLMTS0 SEV=WAR CIP1KA16 Target: CIP1KA16 EMVS% = 85.99 (%EMVSUsed > 85),48.0
1836,02.02.05 CP1C S0177317  BCEMVSLMTS0 SEV=WAR CIP1KA18 Target: CIP1KA18 EMVS% = 86.00 (%EMVSUsed > 85),43.0
1837,AA- 02.02.05 CP1C S0177317  BCEMVSLMTS0 SEV=WAR CIP1KA13 Target: CIP1KA13 EMVS% = 85.99 (%EMVSUsed > 85),50.0
1838,02.02.05 CP1C S0177317  BCEMVSLMTS0 SEV=WAR CIP1KA14 Target: CIP1KA14 EMVS% = 86.00 (%EMVSUsed > 85),43.0
1839,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00058-2018-09-23T18:06:52.12003.015712Z
SwiftRef: swi00003-2018-09-23T18:06:52.24396.022152Z
Requ",28.0
1840,02.15.02 CP3A J0189680 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,3.0
1841,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00056-2018-09-23T18:37:41.16361.015551Z
SwiftRef: swi00003-2018-09-23T18:37:41.24416.546481Z
Requ",29.0
1842,02.42.03 CP3B J0194592 *IEF099I JOB DEDPPK23 WAITING FOR DATA SETS,3.0
1843,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00062-2018-09-23T18:47:50.17145.020758Z
SwiftRef: swi00002-2018-09-23T18:47:50.7225.001122Z
Reque",25.0
1844,02.50.28 S0177715  BCEMVSLMTS0 SEV=WAR CIP1KA44 Target: CIP1KA44 EMVS% = 86.68 (%EMVSUsed > 85),47.0
1845,02.50.28 S0177715  BCEMVSLMTS0 SEV=WAR CIP1KA45 Target: CIP1KA45 EMVS% = 86.69 (%EMVSUsed > 85) 86.69 (%EMVSUsed > 85),47.0
1846,02.50.28 S0177715  BCEMVSLMTS0 SEV=WAR CIP1KA41 Target: CIP1KA41 EMVS% = 86.69 (%EMVSUsed > 85),41.0
1847,02.50.28 S0177715  BCEMVSLMTS0 SEV=WAR CIP1KA46 Target: CIP1KA46 EMVS% = 86.69 (%EMVSUsed > 85),42.0
1848,02.50.28 S0177715  BCEMVSLMTS0 SEV=WAR CIP1KA24 Target: CIP1KA24 EMVS% = 86.69 (%EMVSUsed > 85),42.0
1849,02.50.28 S0177715  BCEMVSLMTS0 SEV=WAR CIP1KA22 Target: CIP1KA22 EMVS% = 86.69 (%EMVSUsed > 85),42.0
1850,02.50.28 S0177715  BCEMVSLMTS0 SEV=WAR CIP1KA47 Target: CIP1KA47 EMVS% = 86.69 (%EMVSUsed > 85),42.0
1851,02.50.28 S0177715  BCEMVSLMTS0 SEV=WAR CIP1KA43 Target: CIP1KA43 EMVS% = 86.70 (%EMVSUsed > 85),45.0
1852,02.50.28 S0177715  BCEMVSLMTS0 SEV=WAR CIP1KA23 Target: CIP1KA23 EMVS% = 86.69 (%EMVSUsed > 85),42.0
1853,02.50.28 S0177715  BCEMVSLMTS0 SEV=WAR CIP1KA21 Target: CIP1KA21 EMVS% = 86.69 (%EMVSUsed > 85),41.0
1854,02.50.28 S0177715  BCEMVSLMTS0 SEV=WAR CIP1KA48 Target: CIP1KA48 EMVS% = 86.69 (%EMVSUsed > 85),42.0
1855,02.50.28 S0177715  BCEMVSLMTS0 SEV=WAR CIP1KA27 Target: CIP1KA27 EMVS% = 86.70 (%EMVSUsed > 85),45.0
1856,02.50.28 S0177715  BCEMVSLMTS0 SEV=WAR CIP1KA25 Target: CIP1KA25 EMVS% = 86.75 (%EMVSUsed > 85),46.0
1857,02.50.28 S0177715  BCEMVSLMTS0 SEV=WAR CIP1KA26 Target: CIP1KA26 EMVS% = 86.69 (%EMVSUsed > 85),42.0
1858,02.51.24 S0177715  BCEMVSLMTS0 SEV=WAR CIP1KA15 Target: CIP1KA15 EMVS% = 86.00 (%EMVSUsed > 85),41.0
1859,02.51.24 S0177715  BCEMVSLMTS0 SEV=WAR CIP1KA12 Target: CIP1KA12 EMVS% = 86.00 (%EMVSUsed > 85),40.0
1860,02.51.24 S0177715  BCEMVSLMTS0 SEV=WAR CIP1KA14 Target: CIP1KA14 EMVS% = 86.00 (%EMVSUsed > 85),40.0
1861,02.51.24 S0177715  BCEMVSLMTS0 SEV=WAR CIP1KA16 Target: CIP1KA16 EMVS% = 86.00 (%EMVSUsed > 85),41.0
1862,02.51.24 S0177715  BCEMVSLMTS0 SEV=WAR CIP1KA11 Target: CIP1KA11 EMVS% = 86.00 (%EMVSUsed > 85) 86.00 (%EMVSUsed > 85),40.0
1863,02.51.24 S0177715  BCEMVSLMTS0 SEV=WAR CIP1KA17 Target: CIP1KA17 EMVS% = 86.00 (%EMVSUsed > 85),40.0
1864,02.51.24 S0177715  BCEMVSLMTS0 SEV=WAR CIP1KA18 Target: CIP1KA18 EMVS% = 86.00 (%EMVSUsed > 85),40.0
1865,"02.56.08 J0177770 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS SEPTEMBER 24, 2018",3.0
1866,02.56.08 J0177770 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,3.0
1867,"WebSphere MQ Connection error during MQGET: ClientRequestHandler: error getting request
The following WebSphere MQ error occured: 2009. Connection to queue manager lost.
Please consult the WebSphere MQ documentation for more details about this error code.",1475.0
1868,"WebSphere MQ Connection error during MQGET: ServerResponseHandler: error getting response
The following WebSphere MQ error occured: 2009. Connection to queue manager lost.
Please consult the WebSphere MQ documentation for more details about this error cod",4089.0
1869,03.09.15 S0177715  BCEMVSLMTS0 SEV=WAR CIP1KA31 Target: CIP1KA31 EMVS% = 86.00 (%EMVSUsed > 85),44.0
1870,03.09.15 S0177715  BCEMVSLMTS0 SEV=WAR CIP1KA33 Target: CIP1KA33 EMVS% = 86.00 (%EMVSUsed > 85),44.0
1871,03.10.14 S0177715  BCEMVSLMTS0 SEV=WAR CIP1KA35 Target: CIP1KA35 EMVS% = 86.00 (%EMVSUsed > 85),41.0
1872,03.10.14 S0177715  BCEMVSLMTS0 SEV=WAR CIP1KA36 Target: CIP1KA36 EMVS% = 85.99 (%EMVSUsed > 85),46.0
1873,03.10.14 S0177715  BCEMVSLMTS0 SEV=WAR CIP1KA37 Target: CIP1KA37 EMVS% = 86.00 (%EMVSUsed > 85),41.0
1874,03.10.14 S0177715  BCEMVSLMTS0 SEV=WAR CIP1KA32 Target: CIP1KA32 EMVS% = 86.00 (%EMVSUsed > 85) 85.99 (%EMVSUsed > 85),45.0
1875,03.10.14 S0177715  BCEMVSLMTS0 SEV=WAR CIP1KA38 Target: CIP1KA38 EMVS% = 86.00 (%EMVSUsed > 85),41.0
1876,03.25.06 S0177715  BCEMVSLMTS0 SEV=WAR CIP1KA22 Target: CIP1KA22 EMVS% = 85.93 (%EMVSUsed > 85),46.0
1877,03.25.06 S0177715  BCEMVSLMTS0 SEV=WAR CIP1KA28 Target: CIP1KA28 EMVS% = 85.93 (%EMVSUsed > 85),48.0
1878,03.25.06 S0177715  BCEMVSLMTS0 SEV=WAR CIP1KA25 Target: CIP1KA25 EMVS% = 85.93 (%EMVSUsed > 85),46.0
1879,03.25.06 S0177715  BCEMVSLMTS0 SEV=WAR CIP1KA26 Target: CIP1KA26 EMVS% = 85.93 (%EMVSUsed > 85),46.0
