,summary,risk
13040,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00062-2018-10-06T00:53:10.3802.388626Z
SwiftRef: swi00003-2018-10-06T00:53:10.14981.3689811Z
Requ",4.0
13041,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00070-2018-10-06T01:03:43.6560.322655Z
SwiftRef: swi00002-2018-10-06T01:03:43.11974.7729714Z
Requ",8.0
13042,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00069-2018-10-06T01:03:59.17321.276163Z
SwiftRef: swi00003-2018-10-06T01:03:59.14056.7667837Z
Req",12.0
13043,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00054-2018-10-06T01:04:12.15415.273501Z
SwiftRef: swi00003-2018-10-06T01:04:12.16979.7672486Z
Req",8.0
13044,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00064-2018-10-06T01:14:00.5798.347758Z
SwiftRef: swi00006-2018-10-06T01:14:00.21894.7876853Z
Requ",7.0
13045,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00069-2018-10-06T01:53:55.17322.277532Z
SwiftRef: swi00003-2018-10-06T01:53:55.15017.7690692Z
Req",9.0
13046,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00052-2018-10-06T01:54:06.4322.325633Z
SwiftRef: swi00005-2018-10-06T01:54:06.8008.1608505Z
Reque",8.0
13047,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00070-2018-10-06T02:03:54.19107.170318Z
SwiftRef: swi00001-2018-10-06T02:03:54.8259.5713408Z
Requ",7.0
13048,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00056-2018-10-06T02:13:52.11756.277459Z
SwiftRef: swi00004-2018-10-06T02:13:52.12504.1137202Z
Req",18.0
13049,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00062-2018-10-06T02:14:02.12336.153247Z
SwiftRef: swi00003-2018-10-06T02:14:02.19367.6301481Z
Req",6.0
13050,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00071-2018-10-06T02:23:54.7400.274350Z
SwiftRef: swi00005-2018-10-06T02:23:54.11373.7891027Z
Requ",6.0
13051,10.54.57 CP3A S0048551  BZLOGDCALS4 SEV=WAR CP3C Jobname: CYTALGX2 (AvgFix >= 300),16.0
13052,10.54.57 CP3A S0048551  BZLOGDCALS4 SEV=WAR CP3D Jobname: CYTALGY2 (AvgFix >= 300),10.0
13053,10.54.57 CP3A S0048551  BZLOGDCALS4 SEV=WAR CP3B Jobname: CYTALGZ2 (AvgFix >= 300),27.0
13054,10.54.57 CP3A S0048551  BZLOGDCALS4 SEV=WAR CP3A Jobname: CYTALGZ1 (AvgFix >= 300),30.0
13055,10.54.57 CP3A S0048551  BZLOGDCALS4 SEV=WAR CP3C Jobname: CYTALGY1 (AvgFix >= 300),16.0
13056,10.54.57 CP3A S0048551  BZLOGDCALS4 SEV=WAR CP3B Jobname: CYTALGX1 (AvgFix >= 300),27.0
13057,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00065-2018-10-06T02:53:58.6767.305164Z
SwiftRef: swi00003-2018-10-06T02:53:58.18320.7669189Z
Requ",9.0
13058,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00062-2018-10-06T03:04:12.12325.153198Z
SwiftRef: swi00003-2018-10-06T03:04:12.18136.6362244Z
Req",8.0
13059,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00051-2018-10-06T03:13:58.3522.189709Z
SwiftRef: swi00004-2018-10-06T03:13:58.12570.6789751Z
Requ",15.0
13060,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00070-2018-10-06T03:34:05.19098.168571Z
SwiftRef: swi00001-2018-10-06T03:34:06.8259.5759082Z
Requ",8.0
13061,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00069-2018-10-06T03:43:59.5409.147600Z
SwiftRef: swi00004-2018-10-06T03:43:59.13788.6782964Z
Requ",19.0
13062,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00061-2018-10-06T04:14:07.4512.265621Z
SwiftRef: swi00004-2018-10-06T04:14:07.2710.7939406Z
Reque",27.0
13063,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00073-2018-10-06T05:04:09.5836.282155Z
SwiftRef: swi00006-2018-10-06T05:04:09.18010.8001792Z
Requ",4.0
13064,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00070-2018-10-06T05:13:59.6564.327712Z
SwiftRef: swi00002-2018-10-06T05:14:00.11741.7873005Z
Requ",5.0
13065,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00057-2018-10-06T05:24:04.4120.201980Z
SwiftRef: swi00004-2018-10-06T05:24:04.13750.2868328Z
Requ",10.0
13066,13.44.26 CP3B J0173594 *IEF099I JOB DEDPPA31 WAITING FOR DATA SETS,3.0
13067,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00070-2018-10-06T05:53:56.19098.170253Z
SwiftRef: swi00002-2018-10-06T05:53:56.9119.2948733Z
Requ",9.0
13068,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00073-2018-10-06T05:54:08.5826.280706Z
SwiftRef: swi00006-2018-10-06T05:54:08.18010.8024638Z
Requ",14.0
13069,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00072-2018-10-06T06:13:53.17468.332166Z
SwiftRef: swi00001-2018-10-06T06:13:53.24902.8228232Z
Req",10.0
13070,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00071-2018-10-06T06:14:08.7402.276103Z
SwiftRef: swi00005-2018-10-06T06:14:08.9954.8020258Z
Reque",7.0
13071,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00070-2018-10-06T06:14:11.19107.173246Z
SwiftRef: swi00002-2018-10-06T06:14:11.10949.1205662Z
Req",9.0
13072,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00066-2018-10-06T06:24:01.16558.258936Z
SwiftRef: swi00001-2018-10-06T06:24:01.21432.8270839Z
Req",9.0
13073,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00070-2018-10-06T06:33:45.6519.332495Z
SwiftRef: swi00002-2018-10-06T06:33:45.11531.7919891Z
Requ",10.0
13074,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00057-2018-10-06T06:33:59.4142.203028Z
SwiftRef: swi00001-2018-10-06T06:33:59.6991.596503Z
Reques",14.0
13075,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00056-2018-10-06T06:34:08.2828.308324Z
SwiftRef: swi00002-2018-10-06T06:34:08.11696.3628955Z
Requ",9.0
13076,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00062-2018-10-06T06:34:10.12326.154441Z
SwiftRef: swi00003-2018-10-06T06:34:10.19367.6478375Z
Req",4.0
13077,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00066-2018-10-06T07:03:56.16570.304744Z
SwiftRef: swi00002-2018-10-06T07:03:56.11741.7922427Z
Req",8.0
13078,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00064-2018-10-06T07:13:55.5844.324812Z
SwiftRef: swi00005-2018-10-06T07:13:55.11285.612976Z
Reque",7.0
13079,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00052-2018-10-06T07:14:00.4293.253577Z
SwiftRef: swi00002-2018-10-06T07:14:00.11948.3651434Z
Requ",9.0
13080,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00056-2018-10-06T07:14:42.2795.239443Z
SwiftRef: swi00003-2018-10-06T07:14:42.18542.7804211Z
Requ",7.0
13081,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00062-2018-10-06T07:23:57.12331.155895Z
SwiftRef: swi00003-2018-10-06T07:23:57.18136.6522359Z
Req",8.0
13082,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00056-2018-10-06T07:24:12.2846.301124Z
SwiftRef: swi00005-2018-10-06T07:24:12.9954.8053748Z
Reque",7.0
13083,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00065-2018-10-06T07:34:26.6790.304924Z
SwiftRef: swi00001-2018-10-06T07:34:26.24902.8264409Z
Requ",7.0
13084,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00056-2018-10-06T07:54:02.11762.292492Z
SwiftRef: swi00004-2018-10-06T07:54:02.12525.2910708Z
Req",10.0
13085,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00067-2018-10-06T08:04:04.5209.293997Z
SwiftRef: swi00006-2018-10-06T08:04:04.20695.8067048Z
Requ",11.0
13086,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00062-2018-10-06T08:13:49.12332.155923Z
SwiftRef: swi00002-2018-10-06T08:13:49.12293.6977930Z
Req",10.0
13087,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00056-2018-10-06T08:13:57.11765.296111Z
SwiftRef: swi00004-2018-10-06T08:13:57.12525.2912347Z
Req",14.0
13088,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00062-2018-10-06T08:14:05.12332.155956Z
SwiftRef: swi00003-2018-10-06T08:14:05.16097.2571623Z
Req",6.0
13089,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00062-2018-10-06T08:54:02.12314.158541Z
SwiftRef: swi00003-2018-10-06T08:54:02.19367.6527236Z
Req",6.0
13090,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00054-2018-10-06T08:54:26.15390.280271Z
SwiftRef: swi00003-2018-10-06T08:54:26.16979.7896174Z
Req",8.0
13091,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00053-2018-10-06T09:03:46.14970.156381Z
SwiftRef: swi00003-2018-10-06T09:03:46.19078.976203Z
Requ",13.0
13092,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00072-2018-10-06T09:03:54.17467.331182Z
SwiftRef: swi00001-2018-10-06T09:03:54.25113.8264956Z
Req",15.0
13093,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00070-2018-10-06T09:04:12.19104.170871Z
SwiftRef: swi00002-2018-10-06T09:04:12.11070.6997028Z
Req",10.0
13094,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00069-2018-10-06T09:44:05.5410.149510Z
SwiftRef: swi00004-2018-10-06T09:44:05.10601.2942382Z
Requ",16.0
13095,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00069-2018-10-06T09:53:51.17307.285901Z
SwiftRef: swi00003-2018-10-06T09:53:52.15017.7907111Z
Req",7.0
13096,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00056-2018-10-06T10:13:55.11784.311345Z
SwiftRef: swi00001-2018-10-06T10:13:55.4013.5947052Z
Requ",10.0
13097,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00073-2018-10-06T10:14:02.5830.283116Z
SwiftRef: swi00006-2018-10-06T10:14:02.22095.3930006Z
Requ",13.0
13098,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00071-2018-10-06T10:43:58.7400.281203Z
SwiftRef: swi00006-2018-10-06T10:43:58.20695.8134536Z
Requ",17.0
13099,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00065-2018-10-06T10:54:08.6793.305289Z
SwiftRef: swi00006-2018-10-06T10:54:08.22131.8135362Z
Requ",11.0
13100,20.54.57 CP3A S0048551  BZLOGDCALS4 SEV=WAR CP3B Jobname: CYTALGX1 (AvgFix >= 300),29.0
13101,20.54.57 CP3A S0048551  BZLOGDCALS4 SEV=WAR CP3C Jobname: CYTALGY1 (AvgFix >= 300),20.0
13102,20.54.57 CP3A S0048551  BZLOGDCALS4 SEV=WAR CP3B Jobname: CYTALGZ2 (AvgFix >= 300),29.0
13103,20.54.57 CP3A S0048551  BZLOGDCALS4 SEV=WAR CP3A Jobname: CYTALGZ1 (AvgFix >= 300),31.0
13104,20.54.57 CP3A S0048551  BZLOGDCALS4 SEV=WAR CP3C Jobname: CYTALGX2 (AvgFix >= 300),20.0
13105,21.04.10 CP1D J0045807  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 21 DATASETS(MAX 32) SYSJOB,1.0
13106,21.04.10 CP1D J0045807  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1.0
13107,21.04.10 CP1D J0045807  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1.0
13108,21.04.10 CP1D J0045807  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 22 DATASETS(MAX 32) SYSJOB,1.0
13109,21.11.00 CP1F J0045909 *IEF099I JOB NA100006 WAITING FOR DATA SETS,3.0
13110,21.14.30 CP1C J0045857  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 71.2% INUSE SYSJOB,3.0
13111,21.14.47 CP1C J0045857  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 663 88.0% INUSE SYSJOB,2.0
13112,21.14.47 CP1C J0045857  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 658 87.7% INUSE SYSJOB,1.0
13113,21.14.46 CP1C J0045857  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 653 87.4% INUSE SYSJOB,1.0
13114,21.14.49 CP1C J0045857  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 693 87.2% INUSE SYSJOB,1.0
13115,21.14.49 CP1C J0045857  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 703 87.6% INUSE SYSJOB,1.0
13116,21.14.47 CP1C J0045857  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 673 87.7% INUSE SYSJOB,1.0
13117,21.14.48 CP1C J0045857  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 678 87.1% INUSE SYSJOB,1.0
13118,21.14.50 CP1C J0045857  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 713 86.9% INUSE SYSJOB,2.0
13119,21.14.47 CP1C J0045857  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 668 86.8% INUSE SYSJOB,2.0
13120,21.14.50 CP1C J0045857  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 718 87.3% INUSE SYSJOB,1.0
13121,21.14.49 CP1C J0045857  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 708 87.7% INUSE SYSJOB,1.0
13122,21.14.49 CP1C J0045857  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 698 88.8% INUSE SYSJOB,2.0
13123,21.14.48 CP1C J0045857  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 688 87.2% INUSE SYSJOB PART 693 87.2% INUSE,1.0
13124,21.14.48 CP1C J0045857  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 683 87.3% INUSE SYSJOB,1.0
13125,21.15.38 CP1C J0045857  +DBA:BANCS BIG SEGMENT TS FOUND!TSGPIS HAS 20 DATASETS(MAX 32) SYSJOB,2.0
13126,21.15.38 CP1C J0045857  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 25 DATASETS(MAX 32) SYSJOB,2.0
13127,"E2E:2018-10-06 21:23:08,182 ERROR [com.e2e.dc.service.impl.GetLogDataImpl] - Got SQL exception : java.sql.SQLException: ORA-12592: TNS:bad packet",58.0
13128,"E2E:2018-10-06 21:21:55,391 ERROR [com.e2e.dc.service.impl.GetLogDataImpl] - Got SQL exception : java.sql.SQLException: ORA-12592: TNS:bad packet",59.0
13129,"E2E:2018-10-06 21:21:55,391 ERROR [com.e2e.dc.service.impl.GetLogDataImpl] - Got SQL exception : java.sql.SQLException: ORA-12592: TNS:bad packet",59.0
13130,"E2E:2018-10-06 21:21:55,486 ERROR [com.e2e.dc.service.impl.GetLogDataImpl] - Got SQL exception : java.sql.SQLException: ORA-12592: TNS:bad packet",60.0
13131,"E2E:2018-10-06 21:23:09,287 ERROR [com.e2e.dc.service.impl.GetLogDataImpl] - Got SQL exception : java.sql.SQLException: ORA-12592: TNS:bad packet",58.0
13132,"E2E:2018-10-06 21:21:53,091 ERROR [com.e2e.dc.service.impl.GetLogDataImpl] - Got SQL exception : java.sql.SQLException: ORA-12592: TNS:bad packet",62.0
13133,"E2E:2018-10-06 21:23:09,286 ERROR [com.e2e.dc.service.impl.GetLogDataImpl] - Got SQL exception : java.sql.SQLException: ORA-12592: TNS:bad packet",59.0
13134,"E2E:2018-10-06 21:22:03,172 ERROR [com.e2e.dc.service.impl.GetLogDataImpl] - Got SQL exception : java.sql.SQLException: ORA-12592: TNS:bad packet",56.0
13135,"E2E:2018-10-06 21:21:53,686 ERROR [com.e2e.dc.service.impl.GetLogDataImpl] - Got SQL exception : java.sql.SQLException: ORA-12592: TNS:bad packet",62.0
13136,"E2E:2018-10-06 21:21:55,392 ERROR [com.e2e.dc.service.impl.GetLogDataImpl] - Got SQL exception : java.sql.SQLException: ORA-12592: TNS:bad packet",60.0
13137,"E2E:2018-10-06 21:22:03,175 ERROR [com.e2e.dc.service.impl.GetLogDataImpl] - Got SQL exception : java.sql.SQLException: ORA-12592: TNS:bad packet",56.0
13138,"E2E:2018-10-06 21:21:55,485 ERROR [com.e2e.dc.service.impl.GetLogDataImpl] - Got SQL exception : java.sql.SQLException: ORA-12592: TNS:bad packet",60.0
13139,"E2E:2018-10-06 21:23:07,674 ERROR [com.e2e.dc.service.impl.GetLogDataImpl] - Got SQL exception : java.sql.SQLException: ORA-12592: TNS:bad packet",55.0
13140,"E2E:2018-10-06 21:21:53,281 ERROR [com.e2e.dc.service.impl.GetLogDataImpl] - Got SQL exception : java.sql.SQLException: ORA-12592: TNS:bad packet",61.0
13141,"E2E:2018-10-06 21:23:07,988 ERROR [com.e2e.dc.service.impl.GetLogDataImpl] - Got SQL exception : java.sql.SQLException: ORA-12592: TNS:bad packet",55.0
13142,"E2E:2018-10-06 21:21:53,014 ERROR [com.e2e.dc.service.impl.GetLogDataImpl] - Got SQL exception : java.sql.SQLException: ORA-12592: TNS:bad packet",62.0
13143,"E2E:2018-10-06 21:21:50,588 ERROR [com.e2e.dc.service.impl.GetLogDataImpl] - Got SQL exception : java.sql.SQLException: ORA-12592: TNS:bad packet",59.0
13144,"E2E:2018-10-06 21:21:53,497 ERROR [com.e2e.dc.service.impl.GetLogDataImpl] - Got SQL exception : java.sql.SQLException: ORA-12592: TNS:bad packet",62.0
13145,"E2E:2018-10-06 21:23:08,221 ERROR [com.e2e.dc.service.impl.GetLogDataImpl] - Got SQL exception : java.sql.SQLException: ORA-12592: TNS:bad packet",56.0
13146,"E2E:2018-10-06 21:23:10,985 ERROR [com.e2e.dc.service.impl.GetLogDataImpl] - Got SQL exception : java.sql.SQLException: ORA-12592: TNS:bad packet",58.0
13147,"E2E:2018-10-06 21:23:09,853 ERROR [com.e2e.dc.service.impl.GetLogDataImpl] - Got SQL exception : java.sql.SQLException: ORA-12592: TNS:bad packet",60.0
13148,"E2E:2018-10-06 22:12:49,911 ERROR [com.e2e.dc.service.impl.GetLogDataImpl] - Got SQL exception : java.sql.SQLException: ORA-12592: TNS:bad packet",57.0
13149,"01.27.57 CP2C           IOS080I 14BA,C8,RI51S91D, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDCBSR.LVEQ.RP.RPMDD995.RI51S91D",391.0
13150,12.28.06 CP1F S0178037  DSNR035I  -DP41 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = NS200023 -           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP41APPL.D50ABF7F0E9F = 13778 -,102.0
13151,01.00.00 CP1C J0062168 *IEF099I JOB G01SUOCR WAITING FOR DATA SETS,3.0
13152,00.59.29 CP2A J0133788 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,3.0
13153,01.00.07 CP3D J0195658 *IEF099I JOB SMFMRGOS WAITING FOR DATA SETS,3.0
13154,"01.05.03 CP1D J0062214 *IEF099I JOB SMFMRGDB WAITING FOR DATA SETS SUNDAY, OCTOBER 7, 2018",3.0
13155,01.05.03 CP1E J0062215 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,3.0
13156,01.05.01 CP3B J0196677 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,3.0
13157,01.24.01 CP1C J0062867 *IEF099I JOB G01S506B WAITING FOR DATA SETS,3.0
13158,01.25.23 CP3C S0048685  BZCICSJOBS0 SEV=WAR ALL Jobname: SMFMRGCI (CondCode <> 0) OR (Abend Code <> ''),32.0
13159,01.36.59 CP1C J0065092 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,3.0
13160,02.15.01 CP3B J0009594 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,3.0
13161,02.23.00 CP1E J0075805 *IEF099I JOB P1CICSDL WAITING FOR DATA SETS,3.0
13162,02.32.28 CP1F S0178036 *DSNB319A  -DP81 DSNB1CNE THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP32K1,74.0
13163,03.05.27 CP1E J0078101 *IEF099I JOB G01S471B WAITING FOR DATA SETS,3.0
13164,03.05.37 CP1C J0078104 *IEF099I JOB G01S477B WAITING FOR DATA SETS,3.0
13165,03.07.33 CP1C S0177715  BZCICSJOBS0 SEV=WAR ALL Jobname: P1CICS (CondCode <> 0) OR (Abend Code <> ''),32.0
13166,05.04.11 CP1F J0079652  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1.0
13167,05.04.11 CP1F J0079652  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 21 DATASETS(MAX 32) SYSJOB,1.0
13168,05.04.11 CP1F J0079652  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 22 DATASETS(MAX 32) SYSJOB,1.0
13169,05.04.11 CP1F J0079652  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1.0
13170,05.04.42 CP1E J0079597  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 71.2% INUSE SYSJOB,3.0
13171,05.05.10 CP1E J0079597  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 658 87.7% INUSE SYSJOB,1.0
13172,05.05.09 CP1E J0079597  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 653 87.4% INUSE SYSJOB,1.0
13173,05.05.10 CP1E J0079597  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 663 88.0% INUSE SYSJOB,2.0
13174,05.05.11 CP1E J0079597  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 673 87.7% INUSE SYSJOB,1.0
13175,05.05.11 CP1E J0079597  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 668 86.8% INUSE SYSJOB,2.0
13176,05.05.15 CP1E J0079597  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 718 87.3% INUSE SYSJOB,1.0
13177,05.05.13 CP1E J0079597  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 693 87.2% INUSE SYSJOB,1.0
13178,05.05.12 CP1E J0079597  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 688 87.2% INUSE SYSJOB,1.0
13179,05.05.13 CP1E J0079597  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 698 88.8% INUSE SYSJOB,2.0
13180,05.05.14 CP1E J0079597  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 708 87.7% INUSE SYSJOB,1.0
13181,05.05.12 CP1E J0079597  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 683 87.3% INUSE SYSJOB,1.0
13182,05.05.15 CP1E J0079597  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 713 86.9% INUSE SYSJOB,2.0
13183,05.05.12 CP1E J0079597  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 678 87.1% INUSE SYSJOB,1.0
13184,05.06.05 CP1E J0079597  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 25 DATASETS(MAX 32) SYSJOB,2.0
13185,05.06.05 CP1E J0079597  +DBA:BANCS BIG SEGMENT TS FOUND!TSGPIS HAS 20 DATASETS(MAX 32) SYSJOB 25 DATASETS(MAX 32),1.0
13186,05.25.12 CP1D J0079863 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,3.0
13187,05.45.59 CP1F J0080130 *IEF099I JOB A01S804B WAITING FOR DATA SETS,3.0
13188,07.40.27 CP3D S0049241  BSOEXTSPSS1 SEV=WAR CP3D Data Set: OPERY.TWYP.APALL.D180917 EXTENTS = 12 (Exts > 10),3.0
13189,07.40.27 CP3D S0049241  BSOEXTSPSS1 SEV=WAR CP3D Data Set: OPERZ.TWZP.APALL.D180905 EXTENTS = 11 (Exts > 10),3.0
13190,07.40.27 CP3D S0049241  BSOEXTSPSS1 SEV=WAR CP3D Data Set: OPERZ.TWZP.APALL.D180917 EXTENTS = 11 (Exts > 10),3.0
13191,07.46.10 CP1D S0178179  BSOEXTPDSS0 SEV=WAR CP1B Data Set: SYS0.MLIB.PARMLIB EXTENTS = 16 (Exts > 12),4.0
13192,08.06.22 CP2D S0044205  BSOEXTPDSS0 SEV=WAR CP2C Data Set: SYS0.MLIB.PARMLIB EXTENTS = 16 (Exts > 12),4.0
13193,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00064-2018-10-07T05:03:43.25307.014966Z
SwiftRef: swi00001-2018-10-07T05:03:43.23280.1946816Z
Req",10.0
13194,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00053-2018-10-07T05:04:19.22027.008221Z
SwiftRef: swi00002-2018-10-07T05:04:19.1223.1954991Z
Requ",9.0
13195,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00058-2018-10-07T05:13:33.11247.012274Z
SwiftRef: swi00004-2018-10-07T05:13:33.16438.1548567Z
Req",14.0
13196,"Failed to process the following request : No response was received from server application within time-out for SNL primitive with header: SwiftRequestRef: snp00057-2018-10-07T05:24:18.27406.009294Z
SwiftRef: swi00003-2018-10-07T05:24:18.23170.1816222Z
Req",9.0
