id,risk,category,summary,timestamp,key
80033,1+,9,23.44.40 CP1F J0192655 *IEF099I JOB G01S663B WAITING FOR DATA SETS,2019/6/7 0:00,IEF099I
80034,1+,9,23.26.45 CP1D J0191304 *IEF099I JOB EC041100 WAITING FOR DATA SETS,2019/6/7 0:00,IEF099I
80035,1+,9,23.20.46 CP1D J0190185 *IEF099I JOB EC044300 WAITING FOR DATA SETS,2019/6/7 0:00,IEF099I
80036,10+,9,00.56.37 CP3A J0144347 *IEF099I JOB DEDPID31 WAITING FOR DATA SETS,2019/6/7 1:00,IEF099I
80037,1+,3,".48.13 CP2D           IOS080I 15FB,84,TUE73203, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.DATA.UNLO.PAIF.TUE73203",2019/6/7 1:00,IOS080I
80038,1+,9,00.40.51 CP1E J0193143 *IEF099I JOB SA060000 WAITING FOR DATA SETS,2019/6/7 1:00,IEF099I
80039,1+,2,00.12.30 CP1E S0008418  DSNR035I  -DP71 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = ME980000 -           CONNECTION ID  = DB2CALL -           LUWID = DSNDP01.DP71APPL.D63B9E453F2E = 37659 -,2019/6/7 1:00,DSNR035I
80040,10+,1,01.57.47 CP2B J0091299 *IEF099I JOB RO00BHMD WAITING FOR DATA SETS,2019/6/7 2:00,IEF099I
80041,1+,8,01.48.41 CP1F S0008420 *DSNB319A  -DP81 DSNB1CNE THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP25-SEC,2019/6/7 2:00,DSNB319A
80042,1+,1,01.41.45 CP2B J0086080 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,2019/6/7 2:00,IEF099I
80047,1+,1,02.41.24 CP1E J0010913 *IEF099I JOB G01S506B WAITING FOR DATA SETS,2019/6/7 3:00,IEF099I
80049,1+,3,"02.21.07 CP2C           IOS080I 4089,34,RI44SIAD, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDCBS.BBCQ.GLIFINVA.FG134400",2019/6/7 3:00,IOS080I
80050,1+,1,02.15.03 CP3A J0154436 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,2019/6/7 3:00,IEF099I
80051,1+,1,02.15.01 CP1D J0009886 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,2019/6/7 3:00,IEF099I
80052,1+,1,02.14.22 CP3B J0154245 *IEF099I JOB DEDPLK23 WAITING FOR DATA SETS,2019/6/7 3:00,IEF099I
80053,1+,9,02.14.05 CP3A J0154171 *IEF099I JOB DEDPPK23 WAITING FOR DATA SETS,2019/6/7 3:00,IEF099I
80054,1+,1,03.27.32 CP2B J0117225 *IEF099I JOB C4CARD01 WAITING FOR DATA SETS,2019/6/7 4:00,IEF099I
80055,1+,9,04.31.57 CP3C J0173750 *IEF099I JOB DEDPDES5 WAITING FOR DATA SETS,2019/6/7 5:00,IEF099I
80056,1+,9,04.31.47 CP3D J0173707 *IEF099I JOB DEDPDEU4 WAITING FOR DATA SETS,2019/6/7 5:00,IEF099I
80057,1+,9,04.24.27 CP3C J0171841 *IEF099I JOB DEDPAB31 WAITING FOR DATA SETS,2019/6/7 5:00,IEF099I
80058,1+,9,05.22.00 CP1C J0015716 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,2019/6/7 6:00,IEF099I
80059,1+,0,05.06.06 CP1E J0015252  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 16 73.5% INUSE SYSJOB,2019/6/7 6:00,DBA:BANCS
80060,1+,0,05.06.07 CP1E J0015252  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 20 77.1% INUSE SYSJOB,2019/6/7 6:00,DBA:BANCS
80061,1+,0,05.06.05 CP1E J0015252  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 1 74.4% INUSE SYSJOB PU GEN NOT SUPPORTED,2019/6/7 6:00,DBA:BANCS
80062,1+,0,05.06.06 CP1E J0015252  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 8 72.3% INUSE SYSJOB,2019/6/7 6:00,DBA:BANCS
80063,1+,5,05.04.09 CP1F J0015372  +DBA:EISS BIG PARTITION TS FOUND!CGEN961P PART 3 75.9% INUSE SYSJOB,2019/6/7 6:00,DBA:EISS
80064,1+,9,06.17.42 CP1D J0016447 *IEF099I JOB STP2     WAITING FOR DATA SETS,2019/6/7 7:00,IEF099I
80065,10+,6,06.06.53 CP1A S0052366  BZZFSUSGES0 SEV=WAR CP1D ZFS Name: OMVS.CP1D.ZOS203.VAR USEAGE: 83.30,2019/6/7 7:00,BZZFSUSGES0
80066,1+,9,06.05.01 CP1B S0016215 *IEF099I JOB DUMPXY   WAITING FOR DATA SETS,2019/6/7 7:00,IEF099I
80067,1+,9,06.05.01 CP1C S0016216 *IEF099I JOB DUMPXY   WAITING FOR DATA SETS,2019/6/7 7:00,IEF099I
80068,1+,9,06.05.00 CP1E S0016213 *IEF099I JOB DUMPXY   WAITING FOR DATA SETS,2019/6/7 7:00,IEF099I
80069,1+,9,06.05.00 CP1D S0016212 *IEF099I JOB DUMPXY   WAITING FOR DATA SETS,2019/6/7 7:00,IEF099I
80070,1+,9,06.05.01 CP1A S0016214 *IEF099I JOB DUMPXY   WAITING FOR DATA SETS,2019/6/7 7:00,IEF099I
80071,10+,9,"06.05.00 CP1F S0016211 *IEF099I JOB DUMPXY   WAITING FOR DATA SETS OPERATION(0090), IN APPLICATION CFS0AE2EBATCH01 , WORK STATION = CFSA, -   IA = 1906062300",2019/6/7 7:00,IEF099I
80072,1+,4,06.02.10 CP3C J0176255  +DBA:BOCSY BIG PARTITION TS FOUND!TSSORD PART 4 70.7% INUSE SYSJOB,2019/6/7 7:00,DBA:BOCSY
80073,1+,4,06.02.10 CP3C J0176255  +DBA:BOCSY BIG PARTITION TS FOUND!TSDPTM PART 4 74.0% INUSE SYSJOB,2019/6/7 7:00,DBA:BOCSY
80074,1+,9,07.52.24 CP1F J0017438 *IEF099I JOB G00S077B WAITING FOR DATA SETS,2019/6/7 8:00,IEF099I
80075,1+,2,10.52.25 CP1F S0008412  DSNR035I  -DP41 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = TF000302 -           CONNECTION ID  = BATCH -           LUWID = DSNDP01.DP41APPL.D63C308B0A9F = 134027 -,2019/6/7 11:00,DSNR035I
80076,1+,9,10.52.10 CP1C J0020241 *IEF099I JOB IXOUTBKX WAITING FOR DATA SETS,2019/6/7 11:00,IEF099I
80077,1+,9,12.05.01 CP1F S0021728 *IEF099I JOB DUMPXY   WAITING FOR DATA SETS,2019/6/7 13:00,IEF099I
80078,1+,9,12.05.01 CP1A S0021729 *IEF099I JOB DUMPXY   WAITING FOR DATA SETS,2019/6/7 13:00,IEF099I
80079,1+,9,12.05.01 CP1E S0021727 *IEF099I JOB DUMPXY   WAITING FOR DATA SETS,2019/6/7 13:00,IEF099I
80080,1+,9,12.05.00 CP1B S0021723 *IEF099I JOB DUMPXY   WAITING FOR DATA SETS FROM S0021722 JOB,2019/6/7 13:00,IEF099I
80081,1+,9,12.05.00 CP1D S0021726 *IEF099I JOB DUMPXY   WAITING FOR DATA SETS,2019/6/7 13:00,IEF099I
80082,1+,9,12.05.00 CP1C S0021725 *IEF099I JOB DUMPXY   WAITING FOR DATA SETS,2019/6/7 13:00,IEF099I
80083,1+,4,13.02.03 CP3C J0021926  +DBA:BOCSY BIG PARTITION TS FOUND!TSDPTM PART 4 74.0% INUSE SYSJOB,2019/6/7 14:00,DBA:BOCSY
80084,1+,4,13.02.03 CP3C J0021926  +DBA:BOCSY BIG PARTITION TS FOUND!TSSORD PART 4 70.7% INUSE SYSJOB,2019/6/7 14:00,DBA:BOCSY
80087,1+,8,18.01.49 CP1C S0007732 *DSNB319A  -DP11 DSNB1CNE THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP25-SEC,2019/6/7 19:00,DSNB319A
80088,1+,8,18.03.49 CP1D S0008408 *DSNB325A  -DP21 DSNB5STS THERE IS A CRITICAL * SHORTAGE *OF SPACE IN GROUP BUFFER POOL GBP25-SEC,2019/6/7 19:00,DSNB325A
80089,1+,0,21.14.43 CP1C J0027604  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 8 72.3% INUSE SYSJOB,2019/6/7 22:00,DBA:BANCS
80090,1+,0,21.14.43 CP1C J0027604  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 1 74.4% INUSE SYSJOB,2019/6/7 22:00,DBA:BANCS
80091,1+,0,21.14.44 CP1C J0027604  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 20 77.1% INUSE SYSJOB,2019/6/7 22:00,DBA:BANCS
80092,1+,0,21.14.43 CP1C J0027604  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 16 73.5% INUSE SYSJOB,2019/6/7 22:00,DBA:BANCS
80093,1+,9,21.11.32 CP1D J0027678 *IEF099I JOB NA100009 WAITING FOR DATA SETS,2019/6/7 22:00,IEF099I
80094,1+,5,21.04.09 CP1F J0027538  +DBA:EISS BIG PARTITION TS FOUND!CGEN961P PART 3 75.9% INUSE SYSJOB,2019/6/7 22:00,DBA:EISS
80095,1+,2,22.41.38 CP1C S0008414  DSNR035I  -DP51 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = EH460015 -           CONNECTION ID  = BATCH -           LUWID = DSNDP01.DP51APPL.D63CD0F27600 = 9962 -           PL,2019/6/7 23:00,DSNR035I
80096,1+,9,23.16.29 CP1E J0035653 *IEF099I JOB G01S663B WAITING FOR DATA SETS,2019/6/8 0:00,IEF099I
80097,1+,9,23.16.30 CP1C J0035654 *IEF099I JOB G01S662B WAITING FOR DATA SETS,2019/6/8 0:00,IEF099I
80098,1+,9,00.37.11 CP1E J0040243 *IEF099I JOB SA060000 WAITING FOR DATA SETS,2019/6/8 1:00,IEF099I
80099,1+,2,00.10.13 CP1C S0008414  DSNR035I  -DP51 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = ME980000 -           CONNECTION ID  = DB2CALL -           LUWID = DSNDP01.DP51APPL.D63CDFC051B5 = 17733 -,2019/6/8 1:00,DSNR035I
80100,1+,1,01.51.04 CP1D J0047917 *IEF099I JOB G01S506B WAITING FOR DATA SETS,2019/6/8 2:00,IEF099I
80101,1+,1,01.35.47 CP2B J0155408 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,2019/6/8 2:00,IEF099I
80102,1+,7,"*02.56.13 CP2B          *IXC585E STRUCTURE LOGRECSTRUCTURE IN COUPLING * FACILITY BCC2C2, *PHYSICAL STRUCTURE VERSION D3C53696 F18B86E4, *IS AT OR ABOVE STRUCTURE FULL MONITORING THRESHOLD OF 80%: *   SPACE USAGE     IN-USE",2019/6/8 3:00,IXC585E
80103,1+,1,02.15.03 CP3B J0075186 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,2019/6/8 3:00,IEF099I
80104,1+,9,04.31.48 CP3D J0095233 *IEF099I JOB DEDPDEU4 WAITING FOR DATA SETS,2019/6/8 5:00,IEF099I
80105,1+,9,05.27.45 CP1C J0062346 *IEF099I JOB DB2SQL   WAITING FOR DATA SETS,2019/6/8 6:00,IEF099I
80106,1+,9,05.27.15 CP1D J0062345 *IEF099I JOB SORTFIL  WAITING FOR DATA SETS,2019/6/8 6:00,IEF099I
80107,1+,9,05.20.52 CP1C J0062297 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,2019/6/8 6:00,IEF099I
80108,1+,0,05.06.32 CP1D J0061959  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 1 74.4% INUSE SYSJOB,2019/6/8 6:00,DBA:BANCS
80109,1+,0,05.06.33 CP1D J0061959  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 16 73.6% INUSE SYSJOB,2019/6/8 6:00,DBA:BANCS
80110,1+,0,05.06.34 CP1D J0061959  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 20 77.1% INUSE SYSJOB,2019/6/8 6:00,DBA:BANCS
80111,1+,0,05.06.33 CP1D J0061959  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 8 72.4% INUSE SYSJOB,2019/6/8 6:00,DBA:BANCS
80112,1+,5,05.04.09 CP1E J0062019  +DBA:EISS BIG PARTITION TS FOUND!CGEN961P PART 3 75.9% INUSE SYSJOB,2019/6/8 6:00,DBA:EISS
80113,1+,4,06.02.16 CP3C J0097665  +DBA:BOCSY BIG PARTITION TS FOUND!TSDPTM PART 4 74.0% INUSE SYSJOB,2019/6/8 7:00,DBA:BOCSY
80114,1+,4,06.02.17 CP3C J0097665  +DBA:BOCSY BIG PARTITION TS FOUND!TSSORD PART 4 70.8% INUSE SYSJOB,2019/6/8 7:00,DBA:BOCSY
80115,1+,9,08.22.29 CP1D J0064657 *IEF099I JOB SORTFIL  WAITING FOR DATA SETS,2019/6/8 9:00,IEF099I
80116,1+,9,09.19.36 CP1D J0065514 *IEF099I JOB CXEXCPW  WAITING FOR DATA SETS,2019/6/8 10:00,IEF099I
80117,1+,2,10.20.45 CP1E S0008409  DSNR035I  -DP31 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = TF000102 -           CONNECTION ID  = BATCH -           LUWID = DSNDP01.DP31APPL.D63D6BF0A2CE = 160336 -,2019/6/8 11:00,DSNR035I
80118,1+,9,11.23.56 CP1D J0067729 *IEF099I JOB CXBKUPGL WAITING FOR DATA SETS,2019/6/8 12:00,IEF099I
80119,1+,4,13.02.05 CP3C J0143595  +DBA:BOCSY BIG PARTITION TS FOUND!TSDPTM PART 4 74.0% INUSE SYSJOB,2019/6/8 14:00,DBA:BOCSY
80120,1+,4,13.02.05 CP3C J0143595  +DBA:BOCSY BIG PARTITION TS FOUND!TSSORD PART 4 70.8% INUSE SYSJOB,2019/6/8 14:00,DBA:BOCSY
80121,1+,8,18.06.36 CP1F S0008412 *DSNB319A  -DP41 DSNB1CNE THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP25-SEC,2019/6/8 19:00,DSNB319A
80122,1+,0,21.14.36 CP1C J0073851  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 16 73.6% INUSE SYSJOB,2019/6/8 22:00,DBA:BANCS
80123,1+,0,21.14.35 CP1C J0073851  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 1 74.4% INUSE SYSJOB,2019/6/8 22:00,DBA:BANCS
80124,1+,0,21.14.35 CP1C J0073851  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 8 72.4% INUSE SYSJOB,2019/6/8 22:00,DBA:BANCS
80125,1+,0,21.14.36 CP1C J0073851  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 20 77.1% INUSE SYSJOB,2019/6/8 22:00,DBA:BANCS
80126,1+,9,21.11.57 CP1F J0073924 *IEF099I JOB NA100006 WAITING FOR DATA SETS,2019/6/8 22:00,IEF099I
80127,1+,5,21.04.08 CP1D J0073807  +DBA:EISS BIG PARTITION TS FOUND!CGEN961P PART 3 75.9% INUSE SYSJOB,2019/6/8 22:00,DBA:EISS
80134,1+,6,"E2E:2019-06-08 22:55:45,976 ERROR [com.e2e.dc.service.impl.GetLogDataImpl] - the connection is closed,try to reconnect to databaseserver!",2019/6/8 23:00,E2E
80135,1+,6,"E2E:2019-06-08 22:54:40,977 ERROR [com.e2e.dc.service.impl.GetLogDataImpl] - Got SQL exception : java.sql.SQLException: No more data to read from socket",2019/6/8 23:00,E2E
80139,1+,6,"E2E:2019-06-08 22:52:33,274 ERROR [com.e2e.dc.service.impl.GetLogDataImpl] - Got SQL exception : java.sql.SQLException: No more data to read from socket",2019/6/8 23:00,E2E
80140,1+,6,"E2E:2019-06-08 22:53:38,272 ERROR [com.e2e.dc.service.impl.GetLogDataImpl] - the connection is closed,try to reconnect to databaseserver!",2019/6/8 23:00,E2E
80172,1+,9,22.26.30 CP1C J0074551 *IEF099I JOB G01S663B WAITING FOR DATA SETS,2019/6/8 23:00,IEF099I
80173,1+,2,23.58.15 CP1F S0008412  DSNR035I  -DP41 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = ME980000 -           CONNECTION ID  = DB2CALL -           LUWID = DSNDP01.DP41APPL.D63E1F56970F = 144591 -,2019/6/9 0:00,DSNR035I
80174,1+,2,00.48.09 CP3C S0125157  DSNR035I  -DP1S DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = DELSAMAU -           CONNECTION ID  = BATCH -           LUWID = BOCHQP.DP1SAPPL.D63E2E161717 = 129482 -           P,2019/6/9 1:00,DSNR035I
80380,1+,7,"01.47.15 CP1E          *IXC585E STRUCTURE DSNDP01_GBP25 IN COUPLING * FACILITY BCC2C1, *PHYSICAL STRUCTURE VERSION D61B09A4 89269EC3, *   SPACE USAGE     IN-USE       TOTAL    %     CHANGED    % *    ENTRIES:       142570      488",2019/6/9 2:00,IXC585E
80413,1+,1,01.38.51 CP2B J0024972 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,2019/6/9 2:00,IEF099I
80416,1+,3,"01.32.58 CP2C           IOS080I 14EE,7E,UMA64300, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.SPLIT.RPYV.UPA64304.PR43",2019/6/9 2:00,IOS080I
80424,1+,2,02.59.03 CP1D S0053306  DSNR035I  -DPW1 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 6 CHECKPOINTS - CORRELATION NAME = DELMWH01 -           CONNECTION ID  = BATCH -           LUWID = BOCHQP.DPW1APPL.D63E460A19FE = 75264 -           PL,2019/6/9 3:00,DSNR035I
80425,1+,1,02.17.58 CP1F J0103685 *IEF099I JOB G01S506B WAITING FOR DATA SETS,2019/6/9 3:00,IEF099I
80426,10+,9,02.16.32 CP3A J0199134 *IEF099I JOB DEDPIN23 WAITING FOR DATA SETS,2019/6/9 3:00,IEF099I
80427,1+,1,02.15.01 CP3B J0198726 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,2019/6/9 3:00,IEF099I
80428,1+,2,03.56.45 CP1D S0053306  DSNR035I  -DPW1 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 12 CHECKPOINTS - CORRELATION NAME = DELSWMSG -           CONNECTION ID  = BATCH -           LUWID = BOCHQP.DPW1APPL.D63E5054B2BD = 76101 -           P,2019/6/9 4:00,DSNR035I
80429,1+,1,03.15.13 CP2C J0056114 *IEF099I JOB C4CARD00 WAITING FOR DATA SETS,2019/6/9 4:00,IEF099I
80430,1+,9,04.57.52 CP1D J0108229 *IEF099I JOB G00S077B WAITING FOR DATA SETS,2019/6/9 5:00,IEF099I
80431,1+,9,04.31.52 CP2B J0077406 *IEF099I JOB QC800301 WAITING FOR DATA SETS,2019/6/9 5:00,IEF099I
80432,1+,9,04.31.51 CP3C J0016855 *IEF099I JOB DEDPDES5 WAITING FOR DATA SETS,2019/6/9 5:00,IEF099I
80433,1+,9,04.31.42 CP3D J0016831 *IEF099I JOB DEDPDEU4 WAITING FOR DATA SETS,2019/6/9 5:00,IEF099I
80434,1+,9,04.21.48 CP2D J0074093 *IEF099I JOB QTINVM00 WAITING FOR DATA SETS,2019/6/9 5:00,IEF099I
80436,1+,9,05.22.38 CP1E J0108608 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,2019/6/9 6:00,IEF099I
80437,1+,0,05.05.06 CP1F J0108267  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 1 74.6% INUSE SYSJOB,2019/6/9 6:00,DBA:BANCS
80438,1+,0,05.05.07 CP1F J0108267  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 20 77.1% INUSE SYSJOB,2019/6/9 6:00,DBA:BANCS
80439,1+,0,05.05.07 CP1F J0108267  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 16 73.6% INUSE SYSJOB,2019/6/9 6:00,DBA:BANCS
80440,1+,0,05.05.06 CP1F J0108267  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 8 72.4% INUSE SYSJOB,2019/6/9 6:00,DBA:BANCS
80441,1+,5,05.04.09 CP1D J0108319  +DBA:EISS BIG PARTITION TS FOUND!CGEN961P PART 3 75.9% INUSE SYSJOB,2019/6/9 6:00,DBA:EISS
80442,1+,4,06.01.58 CP3C J0019275  +DBA:BOCSY BIG PARTITION TS FOUND!TSSORD PART 4 70.8% INUSE SYSJOB,2019/6/9 7:00,DBA:BOCSY
80443,1+,4,06.01.58 CP3C J0019275  +DBA:BOCSY BIG PARTITION TS FOUND!TSDPTM PART 4 74.0% INUSE SYSJOB,2019/6/9 7:00,DBA:BOCSY
80448,1+,6,13.26.14 CP1E S0108758  DNFO1033E 2019-06-09 05:26:13 BOCOU01 DNF_O_FT 31323031393036400160667 6538358442485332489013671.875  SAG returned error information with - the following parameters: -  Code    : 'Sw.Wfa.SnlServerAppFailure,2019/6/9 14:00,DNFO1033E
80449,1+,4,13.02.20 CP3C J0064914  +DBA:BOCSY BIG PARTITION TS FOUND!TSDPTM PART 4 74.1% INUSE SYSJOB,2019/6/9 14:00,DBA:BOCSY
80450,1+,4,13.02.20 CP3C J0064914  +DBA:BOCSY BIG PARTITION TS FOUND!TSSORD PART 4 70.8% INUSE SYSJOB,2019/6/9 14:00,DBA:BOCSY
80451,100+,6,"21.14.07 CP1F J0119157  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 20 77.1% INUSE SYSJOB : An operation - by utility ""LOAD SHRLEVEL NONE REPLACE"" was detected on table - ""NBANCS.TPFL"" for Q subscription ""DP01_CAP3_TO_QMDD_HS1_NTPFL"" - (receive queue ""Q",2019/6/9 22:00,DBA:BANCS
80452,1+,0,21.14.07 CP1F J0119157  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 16 73.6% INUSE SYSJOB,2019/6/9 22:00,DBA:BANCS
80453,1+,0,21.14.07 CP1F J0119157  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 1 74.6% INUSE SYSJOB,2019/6/9 22:00,DBA:BANCS
80454,1+,0,21.14.07 CP1F J0119157  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 8 72.4% INUSE SYSJOB,2019/6/9 22:00,DBA:BANCS
80455,1+,9,21.12.23 CP1F J0119233 *IEF099I JOB NA100006 WAITING FOR DATA SETS,2019/6/9 22:00,IEF099I
80456,1+,5,21.04.08 CP1F J0119112  +DBA:EISS BIG PARTITION TS FOUND!CGEN961P PART 3 75.9% INUSE SYSJOB,2019/6/9 22:00,DBA:EISS
80457,1+,1,01.35.39 CP2D J0094345 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,2019/6/10 2:00,IEF099I
80458,1+,1,02.17.34 CP1D J0141406 *IEF099I JOB G01S506B WAITING FOR DATA SETS,2019/6/10 3:00,IEF099I
80459,1+,1,02.15.00 CP3A J0119084 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,2019/6/10 3:00,IEF099I
80460,1+,1,02.15.00 CP1D J0141326 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,2019/6/10 3:00,IEF099I
80461,1+,3,"02.10.34 CP2A           IOS080I 40BA,47,C4042331, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDC64R.LVEQ.ET.ETQD2042.A3301",2019/6/10 3:00,IOS080I
80462,1+,8,02.04.34 CP1C S0007732 *DSNB319A  -DP11 DSNB1CNE THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP25-SEC,2019/6/10 3:00,DSNB319A
80463,1+,8,02.04.24 CP1F S0008420 *DSNB325A  -DP81 DSNB1CNE THERE IS A CRITICAL * SHORTAGE *OF SPACE IN GROUP BUFFER POOL GBP25-SEC,2019/6/10 3:00,DSNB325A
80464,1+,1,03.21.48 CP2B J0125654 *IEF099I JOB C4CARD01 WAITING FOR DATA SETS,2019/6/10 4:00,IEF099I
80465,1+,9,05.23.20 CP1C J0154743 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,2019/6/10 6:00,IEF099I
80466,1+,0,05.08.25 CP1F J0154336  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 20 77.2% INUSE SYSJOB,2019/6/10 6:00,DBA:BANCS
80467,1+,0,05.08.24 CP1F J0154336  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 16 73.6% INUSE SYSJOB,2019/6/10 6:00,DBA:BANCS
80468,1+,0,05.08.23 CP1F J0154336  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 8 72.4% INUSE SYSJOB,2019/6/10 6:00,DBA:BANCS
80469,1+,0,05.08.22 CP1F J0154336  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 1 74.6% INUSE SYSJOB,2019/6/10 6:00,DBA:BANCS
80470,10+,5,05.04.08 CP1D J0154386  +DBA:EISS BIG PARTITION TS FOUND!CGEN961P PART 3 75.9% INUSE SYSJOB Device 0E83 signaled end of volume to host on Write Tapemark,2019/6/10 6:00,DBA:EISS
80471,1+,9,06.48.10 CP3C J0161587 *IEF099I JOB DEDPZA31 WAITING FOR DATA SETS,2019/6/10 7:00,IEF099I
80472,1+,9,06.22.12 CP1C J0155641 *IEF099I JOB STP2     WAITING FOR DATA SETS,2019/6/10 7:00,IEF099I
80473,1+,9,06.20.53 CP1E J0155617 *IEF099I JOB DB2SQL   WAITING FOR DATA SETS,2019/6/10 7:00,IEF099I
80474,1+,4,06.01.59 CP3C J0140759  +DBA:BOCSY BIG PARTITION TS FOUND!TSSORD PART 4 70.8% INUSE SYSJOB,2019/6/10 7:00,DBA:BOCSY
80475,1+,4,06.01.58 CP3C J0140759  +DBA:BOCSY BIG PARTITION TS FOUND!TSDPTM PART 4 74.1% INUSE SYSJOB,2019/6/10 7:00,DBA:BOCSY
80476,1+,2,12.48.00 CP1C S0007732  DSNR035I  -DP11 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = TF000502 -           CONNECTION ID  = BATCH -           LUWID = DSNDP01.DP11APPL.D6400F79D819 = 75180 -           P,2019/6/10 13:00,DSNR035I
80477,1+,4,13.02.24 CP3C J0186505  +DBA:BOCSY BIG PARTITION TS FOUND!TSSORD PART 4 70.8% INUSE SYSJOB,2019/6/10 14:00,DBA:BOCSY
80478,1+,4,13.02.24 CP3C J0186505  +DBA:BOCSY BIG PARTITION TS FOUND!TSDPTM PART 4 74.1% INUSE SYSJOB,2019/6/10 14:00,DBA:BOCSY
80479,10+,9,15.09.26 CP1A J0188049 *IEF099I JOB BLKNET   WAITING FOR DATA SETS FROM J0137167 TFDR0107,2019/6/10 16:00,IEF099I
80480,1+,9,16.25.30 CP1D J0199838 *IEF099I JOB SQL586T  WAITING FOR DATA SETS,2019/6/10 17:00,IEF099I
80481,1+,9,16.24.57 CP1D J0199816 *IEF099I JOB SQL586   WAITING FOR DATA SETS,2019/6/10 17:00,IEF099I
80482,1+,9,16.12.59 CP1F J0197706 *IEF099I JOB SQL590   WAITING FOR DATA SETS,2019/6/10 17:00,IEF099I
80496,100+,6,20.52.30 CP1C S0052618  BCMODNSESS3 SEV=WAR CIP1AT21 ConnID: TE21 CurrSess71 (CurrSess < 80),2019/6/10 21:00,BCMODNSESS3
